,Player Name,Nationality,Position,League,Age,Matches,Starts,Minutes,Goals,Assists_x,Penalty_made,Penalty_attempted,Club,Annual wage in EUR,Non-Penalty Goals,Shots Total,Assists_y,Shot-Creating Actions,Passes Attempted,Pass Completion ,Progressive Passes,Progressive Carries,Successful Take-Ons,Touches (Att Pen),Progressive Passes Rec,Tackles,Interceptions,Blocks,Clearances,Aerials Won,Goals Against,Save Percentage,Save% (Penalty Kicks),Clean Sheet Percentage,Touches,Launch %,Goal Kicks,Avg. Length of Goal Kicks,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
1544,Lukas Daschner,GER,"FW,MF",Bundesliga,25.0,20,3,536,1,1,0,0,Bochum,500000.0,0.17,2.18,0.17,3.36,30.06,0.598,2.85,1.85,2.01,4.03,6.21,1.51,0.34,1.18,0.34,0.84,,,,,,,,,,,
1545,Lukas Klostermann,GER,DF,Bundesliga,27.0,25,16,1436,1,0,0,0,RB Leipzig,6600000.0,0.05,0.3,0.0,0.8,67.75,0.908,4.66,0.75,0.0,0.35,0.5,1.05,0.9,1.5,4.56,1.0,,,,,,,,,,,
1546,Lukas Kübler,GER,DF,Bundesliga,31.0,26,22,1847,1,0,0,0,Freiburg,390000.0,0.04,0.4,0.0,0.97,50.85,0.797,3.55,0.61,0.24,0.69,1.33,2.3,1.86,1.45,2.78,1.61,,,,,,,,,,,
1547,Lukas Nmecha,GER,FW,Bundesliga,25.0,3,0,42,1,0,0,0,Wolfsburg,2000000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1548,Lukas Ullrich,GER,"DF,FW",Bundesliga,20.0,4,0,47,0,0,0,0,Mönchengladbach,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1549,Luke Berry,ENG,"MF,DF",Premier League,31.0,17,2,323,2,1,0,0,Luton Town,604232.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1550,Luke Harris,WAL,MF,Premier League,19.0,1,0,75,0,0,0,0,Exeter City,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1551,Luke Shaw,ENG,DF,Premier League,28.0,12,12,959,0,0,0,0,Manchester United,9063481.0,0.0,0.37,0.07,2.12,61.37,0.822,4.47,0.95,0.66,1.17,2.93,1.32,0.66,1.46,2.93,1.03,,,,,,,,,,,
1552,Luke Thomas,ENG,DF,Premier League,22.0,12,11,917,0,0,0,0,Middlesbrough,906348.0,0.0,0.96,0.0,1.64,63.56,0.797,2.88,1.37,0.41,1.51,6.16,3.29,0.96,2.19,2.05,1.23,,,,,,,,,,,
1553,Lukáš Hrádecký,FIN,GK,Bundesliga,34.0,33,33,2970,0,0,0,0,Leverkusen,2600000.0,,,,,,0.0,,,,,,,,,,,0.8,7.48,,4.57,28.57,2.14,4.66,35.8,0.92,1.34,17.2
1554,Luís Maximiano,POR,GK,La Liga,25.0,33,33,2970,0,0,0,0,Almería,2080000.0,,,,,,0.0,,,,,,,,,,,1.91,6.61,2.0,1.88,41.13,3.84,8.09,46.1,0.47,1.09,14.3
1555,Lyle Foster,RSA,"FW,MF",Premier League,23.0,24,22,1899,5,3,0,0,Burnley,1963754.0,0.25,1.69,0.15,1.84,21.54,0.667,1.69,2.64,0.9,4.38,4.88,0.95,0.15,0.65,1.64,2.49,,,,,,,,,,,
1556,Lázaro,BRA,"FW,MF",La Liga,22.0,14,2,285,0,0,0,0,Palmeiras,400000.0,0.38,1.91,0.19,3.45,35.04,0.743,6.32,2.68,1.34,1.72,10.34,0.77,0.0,1.34,0.38,0.77,,,,,,,,,,,
1557,Léo Baptistão,BRA,FW,La Liga,31.0,31,21,1792,6,0,0,0,Almería,600000.0,0.32,2.48,0.0,1.74,27.66,0.63,2.16,1.26,0.53,3.43,4.37,1.11,0.53,0.63,1.11,2.48,,,,,,,,,,,
1558,Léo Leroy,FRA,MF,Ligue 1,24.0,21,3,499,0,1,0,0,Montpellier,260000.0,0.0,1.78,0.16,2.43,35.29,0.711,5.02,1.62,0.97,1.46,1.78,3.08,1.13,2.1,1.78,1.78,,,,,,,,,,,
1559,M'Bala Nzola,ANG,FW,Serie A,27.0,32,15,1535,3,3,1,1,Fiorentina,2780000.0,0.05,1.66,0.16,2.59,20.7,0.823,1.71,1.4,0.93,5.07,8.02,0.52,0.05,0.52,1.14,3.05,,,,,,,,,,,
1560,M'Baye Niang,SEN,FW,Serie A,29.0,13,5,663,5,1,4,4,Empoli,640000.0,0.28,2.76,0.14,2.48,17.53,0.646,1.52,1.52,0.69,5.25,4.83,0.41,0.14,0.83,0.97,2.9,,,,,,,,,,,
1561,Mads Juel Andersen,DEN,DF,Premier League,26.0,8,4,400,1,0,0,0,Luton Town,906348.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1562,Mads Pedersen,DEN,DF,Bundesliga,27.0,27,19,1786,1,1,0,0,Augsburg,800000.0,0.05,0.64,0.05,1.97,42.52,0.741,3.29,2.7,1.08,0.93,3.88,3.0,0.88,1.03,2.06,0.49,,,,,,,,,,,
1563,Mads Roerslev,DEN,DF,Premier League,24.0,34,22,1985,1,2,0,0,Brentford,1208464.0,0.05,0.33,0.09,1.45,33.44,0.656,1.91,0.79,0.51,1.07,4.11,2.2,0.89,0.7,3.27,0.61,,,,,,,,,,,
1564,Maduka Okoye,NGA,GK,Serie A,24.0,20,20,1800,0,0,0,0,Udinese,640000.0,,,,,,0.0,,,,,,,,,,,1.26,7.35,0.0,2.11,23.21,5.41,7.68,48.5,0.2,0.11,8.0
1565,Maghnes Akliouche,FRA,"FW,MF",Ligue 1,22.0,28,18,1613,7,4,0,0,Monaco,120000.0,0.37,2.08,0.21,4.9,45.75,0.775,5.01,2.56,1.54,4.47,7.78,2.02,0.48,1.12,0.16,0.21,,,,,,,,,,,
1566,Mahamadou Diawara,FRA,MF,Ligue 1,19.0,11,4,358,0,0,0,0,Lyon,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1567,Mahamadou Nagida,CMR,DF,Ligue 1,18.0,3,1,106,0,0,0,0,Rennes,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1568,Mahdi Camara,FRA,MF,Ligue 1,25.0,32,26,2020,7,3,1,1,Brest,300000.0,0.27,1.88,0.09,3.14,37.32,0.814,3.54,1.48,0.72,3.4,5.56,2.37,1.3,0.99,0.81,1.48,,,,,,,,,,,
1569,Mahmoud Dahoud,GER,MF,Premier League,28.0,22,7,679,1,1,0,0,Stuttgart,3323277.0,0.11,0.97,0.11,3.01,69.89,0.874,3.98,0.54,0.32,1.18,1.29,1.83,0.22,0.97,0.86,0.22,,,,,,,,,,,
1570,Makoto Hasebe,JPN,"MF,DF",Bundesliga,40.0,8,2,218,0,0,0,0,Eintracht Frankfurt,1400000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1571,Malick Fofana,BEL,FW,Ligue 1,19.0,17,4,559,3,0,0,0,Lyon,1000000.0,0.5,1.51,0.0,3.02,28.99,0.803,1.68,3.85,1.34,3.35,9.05,0.84,0.84,0.5,1.51,0.0,,,,,,,,,,,
1572,Malick Mbaye,SEN,"FW,MF",Ligue 1,20.0,5,1,153,0,0,0,0,Metz,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1573,Malick Thiaw,GER,DF,Serie A,22.0,21,19,1619,0,1,0,0,Milan,1030000.0,0.0,0.34,0.04,1.09,65.55,0.925,4.38,0.64,0.3,0.64,0.0,1.83,0.75,1.24,3.44,1.83,,,,,,,,,,,
1574,Malo Gusto,FRA,DF,Premier League,21.0,27,19,1751,0,6,0,0,Chelsea,2719044.0,0.0,0.73,0.31,2.75,73.74,0.864,4.47,4.11,0.88,2.55,7.02,2.81,0.88,1.46,2.23,0.42,,,,,,,,,,,
1575,Mama Samba Baldé,GNB,"FW,MF",Ligue 1,28.0,20,4,551,2,3,0,0,Lyon,760000.0,0.27,2.54,0.4,3.35,23.04,0.616,1.74,3.75,2.54,6.03,10.85,1.21,0.67,0.4,0.13,1.61,,,,,,,,,,,
1576,Mamadou Diakhon,FRA,"FW,MF",Ligue 1,18.0,11,1,209,0,0,0,0,Reims,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1577,Mamadou Mbaye,SEN,DF,La Liga,25.0,4,2,288,0,0,0,0,Cádiz,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1578,Mamadou Sakho,FRA,DF,Ligue 1,34.0,1,0,7,0,0,0,0,,450000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1579,Mamadou Sarr,FRA,DF,Ligue 1,18.0,1,0,8,0,0,0,0,RWD Molenbeek,,0.0,0.83,0.0,0.83,40.83,0.771,3.17,0.5,1.0,1.0,0.67,2.83,0.83,1.17,3.17,1.83,,,,,,,,,,,
1580,Mamadou Sylla,SEN,"FW,MF",La Liga,30.0,2,0,18,0,0,0,0,Alavés,500000.0,0.31,2.72,0.09,1.75,16.25,0.66,1.49,1.23,0.7,4.47,5.74,0.35,0.09,0.79,1.09,2.45,,,,,,,,,,,
1581,Mamady Bangré,BFA,"FW,MF",Ligue 1,22.0,8,0,101,0,1,0,0,Troyes,120000.0,0.38,2.14,0.5,4.28,33.48,0.786,3.78,3.02,1.76,5.41,8.94,1.64,0.25,0.76,0.25,0.25,,,,,,,,,,,
1582,Manor Solomon,ISR,FW,Premier League,24.0,5,2,199,0,2,0,0,Tottenham Hotspur,3625393.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1583,Manu Koné,FRA,MF,Bundesliga,23.0,22,18,1561,1,0,0,0,Mönchengladbach,1920000.0,0.06,1.45,0.0,3.29,40.64,0.853,4.1,2.77,2.25,1.85,3.24,2.66,0.98,1.45,0.92,1.16,,,,,,,,,,,
1584,Manu Morlanes,ESP,MF,La Liga,25.0,34,15,1525,0,1,0,0,Mallorca,1310000.0,0.0,0.59,0.05,2.32,42.22,0.822,5.51,1.46,1.24,1.14,1.73,2.59,1.14,0.76,1.24,0.86,,,,,,,,,,,
1585,Manu Sánchez,ESP,"MF,DF",La Liga,23.0,26,20,1775,0,5,0,0,Celta Vigo,1000000.0,0.0,0.42,0.21,2.28,44.98,0.762,3.63,1.94,0.59,1.05,3.5,2.66,0.89,1.18,3.08,0.46,,,,,,,,,,,
1586,Manu Trigueros,ESP,MF,La Liga,32.0,13,1,219,0,0,0,0,Villarreal,1200000.0,0.0,1.67,0.0,2.14,51.07,0.841,7.14,1.43,0.36,1.9,4.88,2.38,0.36,0.6,1.07,1.19,,,,,,,,,,,
1587,Manuel Akanji,SUI,"MF,DF",Premier League,28.0,30,28,2511,2,0,0,0,Manchester City,10876178.0,0.13,0.57,0.0,1.8,83.97,0.936,5.39,1.67,0.08,1.05,1.35,1.56,0.73,0.92,2.37,0.89,,,,,,,,,,,
1588,Manuel Gulde,GER,DF,Bundesliga,33.0,27,23,2047,1,0,0,0,Freiburg,480000.0,0.03,0.4,0.0,0.77,51.99,0.868,3.39,0.4,0.07,0.6,0.17,1.55,1.08,0.91,3.46,2.02,,,,,,,,,,,
1589,Manuel Lazzari,ITA,DF,Serie A,30.0,23,19,1651,0,2,0,0,Lazio,3150000.0,0.0,0.32,0.08,1.61,54.64,0.845,3.66,4.02,0.76,1.13,5.3,1.45,0.72,1.33,1.93,0.24,,,,,,,,,,,
1590,Manuel Locatelli,ITA,MF,Serie A,26.0,35,33,2918,1,4,0,0,Juventus,6110000.0,0.03,0.72,0.14,2.42,58.32,0.852,6.61,0.61,0.36,0.78,1.0,2.05,0.72,1.31,2.0,0.83,,,,,,,,,,,
1591,Manuel Neuer,GER,GK,Bundesliga,38.0,23,23,2053,0,0,0,0,Bayern Munich,21000000.0,,,,,,0.0,,,,,,,,,,,1.2,7.0,2.0,3.33,39.99,1.87,3.99,26.0,0.38,1.2,17.7
1592,Manuel Riemann,GER,GK,Bundesliga,35.0,33,33,2970,0,0,0,0,Bochum,840000.0,,,,,,0.0,,,,,,,,,,,1.97,6.72,1.82,1.47,54.91,6.16,6.5,47.5,0.7,3.03,19.4
1593,Manuel Sebastián,ESP,MF,La Liga,19.0,3,1,105,0,0,0,0,Sevilla,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1594,Manuel Ugarte Ribeiro,URU,MF,Ligue 1,23.0,25,21,1932,0,2,0,0,Paris Saint-Germain,,0.0,0.44,0.08,1.57,60.09,0.91,3.91,0.81,0.85,0.4,1.05,4.15,1.93,1.13,1.17,0.69,,,,,,,,,,,
1595,Marash Kumbulla,ALB,DF,Serie A,24.0,7,3,362,0,0,0,0,Sassuolo,3330000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1596,Marc Bartra,ESP,DF,La Liga,33.0,3,3,225,0,0,0,0,Real Betis,2400000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1597,Marc Cardona,ESP,FW,La Liga,28.0,24,6,690,3,1,1,1,Las Palmas,630000.0,0.28,2.52,0.14,1.82,29.3,0.742,1.4,1.26,1.4,5.89,9.67,1.26,0.14,0.7,0.98,0.98,,,,,,,,,,,
1598,Marc Casado,ESP,MF,La Liga,20.0,2,0,15,0,0,0,0,Barcelona,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1599,Marc Cucurella,ESP,DF,Premier League,25.0,21,20,1782,0,2,0,0,Chelsea,10574062.0,0.0,0.43,0.11,1.76,60.37,0.865,2.55,1.6,0.16,1.44,3.62,2.98,1.12,1.91,2.29,1.06,,,,,,,,,,,
1600,Marc Guiu,ESP,"FW,MF",La Liga,18.0,3,1,74,1,0,0,0,Barcelona,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1601,Marc Guéhi,ENG,DF,Premier League,23.0,25,23,2021,0,1,0,0,Crystal Palace,3021160.0,0.0,0.25,0.04,1.02,60.32,0.869,3.01,0.64,0.42,0.59,0.25,1.23,0.85,1.02,4.02,1.52,,,,,,,,,,,
1602,Marc Martínez,ESP,GK,La Liga,34.0,2,2,180,0,0,0,0,Granada,140000.0,,,,,,0.0,,,,,,,,,,,1.5,6.96,0.0,1.36,34.68,3.73,7.32,45.8,0.53,0.82,13.3
1603,Marc Roca,ESP,MF,La Liga,27.0,25,23,1890,2,2,0,0,Real Betis,3030000.0,0.11,0.95,0.08,2.67,57.66,0.824,6.13,1.03,0.38,1.07,0.95,2.29,0.91,1.18,1.22,0.5,,,,,,,,,,,
1604,Marc-André ter Stegen,GER,GK,La Liga,32.0,27,27,2430,0,0,0,0,Barcelona,6300000.0,,,,,,0.0,,,,,,,,,,,1.13,7.28,0.0,4.57,38.55,1.72,4.89,32.6,0.46,1.33,17.1
1605,Marcel Sabitzer,AUT,MF,Bundesliga,30.0,25,23,1961,4,3,1,1,Dortmund,7500000.0,0.13,1.79,0.27,2.89,41.79,0.802,4.42,1.73,0.47,2.52,3.26,1.63,0.6,1.3,1.79,0.27,,,,,,,,,,,
1606,Marcel Schuhen,GER,GK,Bundesliga,31.0,31,31,2790,0,0,0,0,Darmstadt 98,750000.0,,,,,,0.0,,,,,,,,,,,2.4,6.24,5.0,1.0,51.17,3.62,9.27,48.8,0.52,1.7,16.5
1607,Marciano Sanca,GNB,"FW,MF",La Liga,20.0,6,0,43,0,0,0,0,Alcorcón,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1608,Marcin Bułka,POL,GK,Ligue 1,24.0,34,34,3060,0,0,0,0,Nice,360000.0,,,,,,0.0,,,,,,,,,,,0.82,7.84,3.75,5.15,37.61,1.38,4.15,24.5,0.78,0.64,12.3
1609,Marcin Listkowski,POL,FW,Serie A,26.0,1,0,8,0,0,0,0,Calcio Lecco 1912,220000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1610,Marco Asensio,ESP,"FW,MF",Ligue 1,28.0,19,13,1113,4,5,0,0,Paris Saint-Germain,14550000.0,0.28,2.38,0.28,3.72,49.84,0.821,5.33,2.73,1.26,2.52,7.01,0.98,0.28,0.7,0.14,0.21,,,,,,,,,,,
1611,Marco Bizot,NED,GK,Ligue 1,33.0,32,32,2876,0,0,0,0,Brest,910000.0,,,,,,0.0,,,,,,,,,,,1.12,7.41,2.5,3.64,36.16,3.87,6.06,46.6,0.49,1.24,15.4
1612,Marco Brescianini,ITA,MF,Serie A,24.0,35,23,2234,4,2,0,0,Frosinone,460000.0,0.17,1.26,0.08,1.72,31.99,0.787,2.81,1.89,0.84,2.18,3.82,1.09,0.42,0.92,1.51,0.8,,,,,,,,,,,
1613,Marco Carnesecchi,ITA,GK,Serie A,23.0,25,25,2250,0,0,0,0,Atalanta,190000.0,,,,,,0.0,,,,,,,,,,,1.19,7.5,3.33,3.08,35.66,3.07,7.35,52.6,0.64,1.41,14.6
1614,Marco Friedl,AUT,DF,Bundesliga,26.0,25,25,2197,1,0,0,0,Werder Bremen,720000.0,0.0,0.28,0.0,0.24,46.36,0.856,2.72,0.28,0.2,0.16,0.08,2.24,1.5,1.85,5.35,1.46,,,,,,,,,,,
1615,Marco Mancosu,ITA,"FW,MF",Serie A,35.0,5,3,155,0,0,0,1,Cagliari,1500000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1616,Marco Pellegrino,,DF,Serie A,,10,5,597,0,0,0,0,Salernitana,,0.0,0.45,0.0,0.45,44.92,0.846,1.51,0.15,0.15,0.9,0.15,1.36,1.36,1.66,4.37,1.51,,,,,,,,,,,
1617,Marco Reus,GER,"FW,MF",Bundesliga,34.0,26,18,1601,6,8,0,0,Dortmund,7000000.0,0.26,2.15,0.35,3.6,37.49,0.813,3.47,1.71,0.48,4.08,4.74,2.11,0.4,1.05,1.1,0.61,,,,,,,,,,,
1618,Marco Richter,GER,"FW,MF",Bundesliga,26.0,20,7,717,1,0,0,0,Mainz 05,800000.0,0.21,4.56,0.1,3.84,35.77,0.649,3.84,2.38,2.18,4.67,6.74,1.24,0.31,1.24,0.31,0.52,,,,,,,,,,,
1619,Marco Silvestri,ITA,GK,Serie A,33.0,17,17,1530,0,0,0,0,Udinese,1850000.0,,,,,,0.0,,,,,,,,,,,1.65,6.75,0.0,2.0,29.6,3.28,6.65,38.9,0.18,0.35,12.0
1620,Marco Sportiello,ITA,GK,Serie A,32.0,7,7,630,0,0,0,0,Milan,930000.0,,,,,,0.0,,,,,,,,,,,1.52,7.02,0.0,3.75,36.06,1.92,3.96,39.0,0.6,0.91,13.1
1621,Marcos Acuña,ARG,DF,La Liga,32.0,21,18,1292,1,2,0,0,Sevilla,2900000.0,0.05,0.73,0.16,3.07,54.93,0.739,3.86,1.93,0.89,0.57,3.18,1.98,0.36,0.89,1.51,0.89,,,,,,,,,,,
1622,Marcos Alonso,ESP,DF,La Liga,33.0,5,3,252,0,0,0,0,Barcelona,6250000.0,0.0,0.72,0.0,1.73,73.9,0.856,4.74,2.88,0.58,1.58,7.91,1.44,1.01,0.86,2.3,1.44,,,,,,,,,,,
1623,Marcos Llorente,ESP,"MF,DF",La Liga,29.0,36,28,2475,6,3,0,0,Atlético Madrid,8330000.0,0.18,0.95,0.12,2.05,43.06,0.803,3.86,2.46,0.42,2.82,6.38,1.39,0.5,1.28,1.19,0.47,,,,,,,,,,,
1624,Marcos Peña,ESP,MF,La Liga,19.0,7,4,441,0,0,0,0,Almería,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1625,Marcos Senesi,ARG,DF,Premier League,27.0,31,26,2242,4,5,0,0,Bournemouth,3021160.0,0.15,0.54,0.19,1.65,54.18,0.788,5.04,1.15,0.42,0.69,0.12,1.96,1.46,1.85,4.43,1.35,,,,,,,,,,,
1626,Marcus Coco,FRA,"DF,FW",Ligue 1,27.0,28,18,1481,1,0,0,0,Nantes,720000.0,0.06,0.53,0.0,1.99,38.64,0.733,3.4,2.05,0.76,0.82,4.28,2.87,1.35,1.17,2.35,1.41,,,,,,,,,,,
1627,Marcus Müller,GER,MF,Bundesliga,21.0,1,0,18,0,0,0,0,Mainz 05,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1628,Marcus Pedersen,NOR,DF,Serie A,23.0,27,16,1610,0,2,0,0,Sassuolo,310000.0,0.0,0.17,0.11,1.31,41.16,0.77,1.76,2.39,0.63,1.08,5.07,1.94,0.57,1.08,2.73,0.51,,,,,,,,,,,
1629,Marcus Rashford,ENG,FW,Premier League,26.0,33,26,2271,7,2,2,2,Manchester United,18126963.0,0.2,2.48,0.13,3.56,30.25,0.764,3.12,3.83,2.05,5.07,7.69,0.74,0.17,0.6,0.74,0.6,,,,,,,,,,,
1630,Marcus Tavernier,ENG,FW,Premier League,25.0,30,25,2118,3,4,0,0,Bournemouth,2114812.0,0.13,2.23,0.17,4.06,38.88,0.708,3.58,3.36,1.92,3.98,7.38,2.18,0.22,1.31,1.0,0.57,,,,,,,,,,,
1631,Marcus Thuram,FRA,FW,Serie A,26.0,34,33,2597,13,7,0,0,Internazionale,7690000.0,0.4,2.56,0.23,2.88,21.84,0.718,1.67,2.48,1.33,5.73,6.45,0.78,0.14,0.81,0.63,2.36,,,,,,,,,,,
1632,Marcão,BRA,DF,La Liga,27.0,6,3,310,0,0,0,0,Sevilla,4380000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1633,Mariano,DOM,"FW,MF",La Liga,30.0,8,2,232,0,0,0,0,Sevilla,5210000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1634,Marin Pongračić,CRO,DF,Serie A,26.0,35,35,3129,0,0,0,0,Lecce,2500000.0,0.0,0.39,0.0,0.89,52.12,0.844,3.82,1.27,0.41,0.68,0.12,1.16,1.36,1.07,3.55,1.66,,,,,,,,,,,
1635,Mario Dominguez,ESP,FW,La Liga,20.0,3,0,25,0,0,0,0,Valencia,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1636,Mario Gila,ESP,DF,Serie A,23.0,20,20,1719,0,0,0,0,Lazio,,0.0,0.5,0.0,0.63,62.58,0.902,4.29,0.9,0.32,0.54,0.45,1.63,0.95,1.31,3.39,1.49,,,,,,,,,,,
1637,Mario Götze,GER,MF,Bundesliga,31.0,30,23,2068,3,2,0,0,Eintracht Frankfurt,3500000.0,0.13,0.63,0.08,3.29,57.78,0.79,5.09,1.04,0.92,1.83,5.38,2.04,0.5,0.92,0.46,0.25,,,,,,,,,,,
1638,Mario Hermoso,ESP,DF,La Liga,28.0,30,29,2536,0,1,0,0,Atlético Madrid,8330000.0,0.02,0.6,0.05,1.42,71.69,0.858,5.89,1.22,0.52,0.84,1.96,1.37,0.97,0.89,3.4,1.49,,,,,,,,,,,
1639,Mario Lemina,GAB,MF,Premier League,30.0,35,34,2968,4,1,0,0,Wolverhampton Wanderers,2719044.0,0.12,1.45,0.03,1.45,45.41,0.861,2.32,0.96,0.75,1.54,1.48,2.65,1.24,1.06,1.96,1.09,,,,,,,,,,,
1640,Mario Martín,ESP,MF,La Liga,20.0,2,0,18,0,0,0,0,Real Madrid,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1641,Mario Pašalić,CRO,"FW,MF",Serie A,29.0,32,21,1871,5,6,1,1,Atalanta,1850000.0,0.26,1.64,0.22,2.69,46.44,0.842,5.12,2.13,0.64,2.39,3.55,1.08,0.71,1.35,1.46,1.57,,,,,,,,,,,
1642,Marius Bülter,GER,"DF,FW",Bundesliga,31.0,30,15,1351,1,4,0,0,Hoffenheim,2100000.0,0.07,1.56,0.26,3.58,45.36,0.711,3.91,2.67,1.24,3.58,7.49,0.98,0.65,0.98,1.3,1.63,,,,,,,,,,,
1643,Marius Wolf,GER,DF,Bundesliga,28.0,22,12,1166,0,1,0,0,Dortmund,3300000.0,0.0,0.69,0.06,2.87,62.45,0.758,4.59,2.98,0.75,1.78,6.72,2.01,0.75,1.21,1.95,0.52,,,,,,,,,,,
1644,Mark Flekken,NED,GK,Premier League,30.0,37,37,3285,0,1,0,0,Brentford,1812696.0,,,,,,0.0,,,,,,,,,,,1.63,6.67,0.0,2.16,45.97,3.67,8.08,46.8,0.78,1.07,12.8
1645,Mark O'Mahony,IRL,FW,Premier League,19.0,3,1,63,0,0,0,0,Brighton & Hove Albion,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1646,Mark Travers,IRL,GK,Premier League,25.0,4,4,360,0,0,0,0,Bournemouth,1208464.0,,,,,,0.0,,,,,,,,,,,1.2,7.92,0.0,4.0,35.8,4.57,7.0,46.6,0.36,0.8,15.8
1647,Mark Uth,GER,"FW,MF",Bundesliga,32.0,11,3,373,0,1,0,0,Köln,1800000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1648,Marko Arnautović,AUT,FW,Serie A,35.0,26,4,746,3,3,0,0,Internazionale,3850000.0,0.55,2.2,0.24,2.12,27.35,0.739,2.04,1.18,0.24,4.32,9.04,0.71,0.47,0.79,0.63,0.71,,,,,,,,,,,
1649,Marko Dmitrović,SRB,GK,La Liga,32.0,13,13,1170,0,0,0,0,Sevilla,1260000.0,,,,,,0.0,,,,,,,,,,,1.8,6.56,0.0,1.5,35.2,4.13,7.5,50.7,0.77,0.95,13.6
1650,Marko Milovanović,SRB,"FW,MF",La Liga,20.0,11,2,308,1,0,0,0,Almería,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1651,Marko Mladenović,SRB,MF,Bundesliga,19.0,1,0,6,0,0,0,0,Eintracht Frankfurt,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1652,Marley Aké,FRA,FW,Serie A,23.0,1,0,10,0,0,0,0,Yverdon Sport,190000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1653,Marnon Busch,GER,DF,Bundesliga,29.0,16,5,595,0,0,0,0,Heidenheim,750000.0,0.0,0.76,0.0,1.97,62.17,0.686,5.14,2.27,0.45,0.0,4.08,1.66,1.51,1.36,1.82,1.21,,,,,,,,,,,
1654,Marshall Munetsi,ZIM,MF,Ligue 1,27.0,27,25,2173,4,3,0,0,Reims,720000.0,0.15,1.77,0.12,1.38,23.56,0.726,2.96,0.69,0.31,3.0,3.27,2.23,0.58,1.0,1.31,1.65,,,,,,,,,,,
1655,Marten de Roon,NED,"MF,DF",Serie A,33.0,30,29,2599,0,5,0,0,Atalanta,1850000.0,0.0,0.47,0.12,1.62,57.99,0.834,5.64,0.75,0.16,0.12,0.75,2.56,1.29,1.29,1.69,1.2,,,,,,,,,,,
1656,Martin Dúbravka,SVK,GK,Premier League,35.0,23,22,1985,0,0,0,0,Newcastle United,2416928.0,,,,,,0.0,,,,,,,,,,,1.87,6.99,2.0,2.08,32.38,1.58,7.61,39.0,0.63,0.91,12.8
1657,Martin Erlic,CRO,DF,Serie A,26.0,31,30,2528,1,0,0,0,Sassuolo,280000.0,0.03,0.33,0.0,0.4,42.56,0.803,2.75,0.64,0.1,0.57,0.33,1.21,1.0,1.17,4.42,1.98,,,,,,,,,,,
1658,Martin Hongla,CMR,MF,Serie A,26.0,28,18,1646,0,0,0,0,Granada,850000.0,0.0,0.31,0.0,1.34,40.74,0.829,4.03,0.57,0.57,0.1,0.62,1.6,0.72,0.72,2.22,0.62,,,,,,,,,,,
1659,Martin Satriano,URU,FW,Ligue 1,23.0,33,21,1864,4,4,0,0,Brest,640000.0,0.2,3.07,0.2,2.72,21.82,0.71,1.73,1.19,0.94,4.85,5.89,1.19,0.35,0.94,1.43,2.82,,,,,,,,,,,
1660,Martin Terrier,FRA,"FW,MF",Ligue 1,27.0,24,19,1527,7,3,0,0,Rennes,3000000.0,0.39,2.2,0.15,3.27,31.29,0.807,3.81,1.9,0.78,5.52,6.25,1.07,0.44,1.32,0.83,1.81,,,,,,,,,,,
