,Player Name,Nationality,Position,League,Age,Matches,Starts,Minutes,Goals,Assists_x,Penalty_made,Penalty_attempted,Club,Annual wage in EUR,Non-Penalty Goals,Shots Total,Assists_y,Shot-Creating Actions,Passes Attempted,Pass Completion ,Progressive Passes,Progressive Carries,Successful Take-Ons,Touches (Att Pen),Progressive Passes Rec,Tackles,Interceptions,Blocks,Clearances,Aerials Won,Goals Against,Save Percentage,Save% (Penalty Kicks),Clean Sheet Percentage,Touches,Launch %,Goal Kicks,Avg. Length of Goal Kicks,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
1661,Martin Valjent,SVK,DF,La Liga,28.0,27,27,2259,0,1,0,0,Mallorca,700000.0,0.0,0.32,0.04,0.78,39.72,0.785,2.17,0.85,0.04,0.46,0.89,1.39,1.07,1.03,4.48,1.67,,,,,,,,,,,
1662,Martin Ødegaard,NOR,MF,Premier League,25.0,35,35,3091,8,10,2,2,Arsenal,14501570.0,0.18,2.11,0.21,5.47,56.51,0.847,9.08,2.6,1.22,4.34,5.61,1.4,0.48,0.67,0.14,0.11,,,,,,,,,,,
1663,Martín Payero,ARG,MF,Serie A,25.0,28,20,1706,2,2,0,0,Udinese,900000.0,0.11,2.01,0.11,2.67,27.4,0.756,3.56,2.45,1.23,1.28,3.34,2.45,0.84,1.28,1.06,1.06,,,,,,,,,,,
1664,Martín Zubimendi,ESP,MF,La Liga,25.0,31,29,2654,4,1,0,0,Real Sociedad,3000000.0,0.1,0.73,0.05,1.85,53.57,0.865,5.28,1.14,0.46,1.17,0.9,1.7,1.14,1.14,1.73,1.46,,,,,,,,,,,
1665,Marvelous Nakamba,ZIM,MF,Premier League,30.0,13,13,1130,0,0,0,0,Luton Town,1812696.0,0.0,0.4,0.0,1.04,33.69,0.842,2.87,0.08,0.24,0.24,0.4,3.19,0.88,1.83,0.88,0.32,,,,,,,,,,,
1666,Marvin,ESP,"DF,FW",La Liga,23.0,31,17,1855,0,2,0,0,Las Palmas,,0.0,0.7,0.11,1.5,38.15,0.721,1.66,2.94,1.02,2.51,8.94,1.98,0.7,1.23,0.86,0.64,,,,,,,,,,,
1667,Marvin Cuni,ALB,FW,Serie A,22.0,21,6,528,1,0,0,0,Frosinone,260000.0,0.17,1.55,0.0,2.58,19.27,0.714,1.72,0.86,0.52,4.13,7.57,1.03,0.17,1.55,0.0,2.75,,,,,,,,,,,
1668,Marvin Ducksch,GER,FW,Bundesliga,30.0,33,32,2696,12,9,5,6,Werder Bremen,2260000.0,0.23,2.55,0.26,3.49,31.31,0.601,2.84,0.55,0.42,3.59,4.88,0.26,0.1,0.16,0.84,0.65,,,,,,,,,,,
1669,Marvin Friedrich,GER,DF,Bundesliga,28.0,24,17,1566,0,0,0,0,Mönchengladbach,2000000.0,0.0,0.69,0.0,0.86,55.54,0.846,2.01,0.11,0.11,0.98,0.23,1.44,0.92,1.49,5.0,2.13,,,,,,,,,,,
1670,Marvin Mehlem,GER,MF,Bundesliga,26.0,20,19,1482,3,2,0,0,Darmstadt 98,290000.0,0.19,1.4,0.13,3.18,35.89,0.766,2.86,1.59,0.57,2.54,4.57,1.78,2.03,1.33,0.95,0.83,,,,,,,,,,,
1671,Marvin Pieringer,GER,"FW,MF",Bundesliga,24.0,31,18,1513,3,3,0,0,Heidenheim,780000.0,0.18,1.61,0.18,1.73,25.71,0.691,2.45,1.67,0.6,3.82,4.29,1.13,0.72,1.67,1.25,3.58,,,,,,,,,,,
1672,Marvin Schwäbe,GER,GK,Bundesliga,29.0,34,34,3060,0,0,0,0,Köln,1200000.0,,,,,,0.0,,,,,,,,,,,1.69,6.73,0.0,1.14,41.11,2.83,4.46,34.4,0.3,0.66,13.5
1673,Marvin Senaya,TOG,"MF,DF",Ligue 1,23.0,32,23,2138,1,1,0,0,Strasbourg,140000.0,0.04,0.66,0.04,1.76,47.64,0.776,3.03,2.02,1.14,1.14,3.56,3.03,1.76,1.71,2.81,1.8,,,,,,,,,,,
1674,Masaya Okugawa,JPN,"DF,FW",Bundesliga,28.0,2,0,32,0,0,0,0,Hamburger SV,700000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1675,Mason Burstow,ENG,FW,Premier League,20.0,2,0,9,0,0,0,0,Sunderland,,0.1,1.51,0.1,1.72,18.26,0.74,1.51,1.01,0.5,2.32,3.83,0.61,0.0,0.4,0.5,1.11,,,,,,,,,,,
1676,Mason Greenwood,ENG,"FW,MF",La Liga,22.0,32,29,2572,8,6,2,3,Getafe,1500000.0,0.22,3.19,0.22,3.81,35.57,0.745,3.05,4.53,2.47,4.28,8.27,0.36,0.15,0.33,0.15,0.18,,,,,,,,,,,
1677,Mason Holgate,ENG,DF,Premier League,27.0,10,9,710,0,0,0,0,Sheffield United,4259198.0,0.0,0.39,0.0,0.77,27.89,0.653,1.94,0.0,0.13,0.39,0.13,1.42,1.29,1.42,5.04,1.16,,,,,,,,,,,
1678,Mason Mount,ENG,"FW,MF",Premier League,25.0,14,5,516,1,0,0,0,Manchester United,15105802.0,0.15,1.33,0.0,2.97,38.11,0.821,3.56,1.78,0.59,3.26,5.78,3.56,1.04,0.89,0.44,0.89,,,,,,,,,,,
1679,Massadio Haïdara,MLI,DF,Ligue 1,31.0,18,7,741,0,1,0,0,Lens,600000.0,0.0,0.64,0.08,1.04,51.42,0.833,4.25,1.6,0.08,1.28,2.65,0.88,1.52,1.12,3.37,1.6,,,,,,,,,,,
1680,Massamba Ndiaye,SEN,GK,Ligue 1,22.0,4,4,360,0,0,0,0,Clermont Foot,130000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1681,Matej Kovar,CZE,GK,Bundesliga,24.0,1,1,90,0,0,0,0,Leverkusen,750000.0,,,,,,0.0,,,,,,,,,,,0.75,8.78,0.0,5.0,33.25,1.49,5.33,29.7,0.83,1.08,15.0
1682,Matej Maglica,CRO,DF,Bundesliga,25.0,26,21,1698,1,0,0,0,Darmstadt 98,500000.0,0.06,0.56,0.0,1.12,54.74,0.759,3.47,0.62,0.06,0.73,0.28,1.96,1.18,1.51,4.7,2.8,,,,,,,,,,,
1683,Mateo Kovačić,CRO,MF,Premier League,30.0,30,16,1551,1,0,0,0,Manchester City,9063481.0,0.04,1.26,0.0,3.1,85.33,0.936,5.25,2.34,1.08,1.12,2.43,1.93,0.67,1.21,0.58,0.22,,,,,,,,,,,
1684,Mateo Retegui,ITA,FW,Serie A,25.0,29,26,2216,7,2,1,1,Genoa,2310000.0,0.25,2.41,0.08,1.1,17.02,0.637,0.72,0.72,0.47,3.81,4.66,0.72,0.0,0.68,1.1,2.41,,,,,,,,,,,
1685,Mateu Morey,ESP,DF,Bundesliga,24.0,3,2,110,0,0,0,0,Dortmund,980000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1686,Mateus Lusuardi,BRA,DF,Serie A,20.0,4,3,219,0,0,0,0,Frosinone,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1687,Mateusz Wieteska,POL,DF,Serie A,27.0,21,12,1139,1,1,0,0,Cagliari,,0.06,0.57,0.06,0.77,45.67,0.817,3.19,1.02,0.51,0.83,0.19,1.47,1.34,1.21,3.77,2.43,,,,,,,,,,,
1688,Mateusz Łęgowski,POL,MF,Serie A,21.0,28,10,1136,0,0,0,0,Salernitana,,0.0,0.55,0.0,1.43,29.95,0.772,2.93,1.27,0.48,0.87,1.35,1.82,0.55,0.95,1.27,1.03,,,,,,,,,,,
1689,Matheus Cunha,BRA,"FW,MF",Premier League,24.0,32,29,2440,12,7,1,1,Wolverhampton Wanderers,3625393.0,0.42,2.7,0.27,2.97,31.0,0.794,3.16,3.99,2.36,4.49,5.17,1.14,0.49,1.03,0.84,0.61,,,,,,,,,,,
1690,Matheus França,BRA,"FW,MF",Premier League,20.0,10,1,232,0,1,0,0,Crystal Palace,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1691,Matheus Henrique,BRA,MF,Serie A,26.0,31,27,2501,2,2,0,0,Sassuolo,570000.0,0.1,0.72,0.07,2.74,36.11,0.824,3.32,1.64,0.82,0.89,1.68,1.54,0.85,0.62,1.06,0.44,,,,,,,,,,,
1692,Matheus Nunes,POR,MF,Premier League,25.0,19,9,840,0,2,0,0,Manchester City,7855017.0,0.0,1.63,0.2,3.8,60.79,0.867,5.29,4.0,2.03,5.29,7.52,1.15,0.81,0.75,0.75,0.75,,,,,,,,,,,
1693,Mathias Honsak,AUT,"FW,MF",Bundesliga,27.0,23,10,1021,1,1,0,0,Darmstadt 98,330000.0,0.09,2.08,0.09,1.9,25.39,0.733,1.63,1.99,0.81,3.07,5.33,1.27,0.72,1.27,2.17,1.36,,,,,,,,,,,
1694,Mathias Jensen,DEN,MF,Premier League,28.0,32,27,2204,3,3,0,0,Brentford,3021160.0,0.12,0.65,0.12,3.58,49.68,0.729,5.05,0.77,0.69,0.81,2.69,2.2,0.85,1.71,1.02,0.24,,,,,,,,,,,
1695,Mathias Jørgensen,DEN,DF,Premier League,34.0,14,12,1087,1,0,0,0,Brentford,1510580.0,0.08,0.74,0.0,1.06,46.8,0.752,3.68,0.33,0.25,2.21,0.33,1.39,1.15,0.74,3.44,2.13,,,,,,,,,,,
1696,Mathias Olesen,LUX,"FW,MF",Bundesliga,23.0,6,0,112,0,0,0,0,Yverdon Sport,240000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1697,Mathias Pereira Lage,POR,"FW,MF",Ligue 1,27.0,30,12,1187,3,2,0,0,Brest,510000.0,0.23,2.73,0.15,2.73,29.7,0.668,1.67,1.37,0.68,3.42,7.52,1.52,0.61,0.91,0.99,2.13,,,,,,,,,,,
1698,Mathieu Gorgelin,FRA,GK,Ligue 1,33.0,1,1,90,0,0,0,0,Le Havre,350000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1699,Mathis Lambourde,FRA,FW,Ligue 1,18.0,1,0,10,0,0,0,0,Rennes,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1700,Mathys Tel,FRA,"FW,MF",Bundesliga,19.0,30,6,1050,7,5,0,0,Bayern Munich,5000000.0,0.63,3.89,0.4,4.36,37.03,0.824,2.78,4.04,3.81,7.37,10.86,1.03,0.63,1.19,0.4,0.95,,,,,,,,,,,
1701,Mathías Olivera,URU,DF,Serie A,26.0,22,17,1479,1,1,0,0,Napoli,1920000.0,0.05,0.52,0.05,2.37,68.65,0.874,4.84,1.76,0.47,2.13,5.27,2.8,1.04,1.66,1.47,2.04,,,,,,,,,,,
1702,Matias Arezo,URU,FW,La Liga,21.0,14,3,369,0,0,0,0,Granada,350000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1703,Matija Nastasić,SRB,DF,La Liga,31.0,26,25,2258,2,0,0,0,Mallorca,550000.0,0.08,0.32,0.0,0.88,39.54,0.794,2.55,0.44,0.0,0.52,0.16,1.4,1.16,1.32,4.54,1.75,,,,,,,,,,,
1704,Matondo-Merveille Papela,GER,"MF,DF",Bundesliga,23.0,11,3,257,0,0,0,0,Mainz 05,120000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1705,Mats Hummels,GER,DF,Bundesliga,35.0,25,20,1581,3,0,0,0,Dortmund,7000000.0,0.13,0.92,0.03,1.28,71.25,0.88,5.07,0.88,0.33,1.31,0.07,3.37,2.0,1.77,4.94,2.16,,,,,,,,,,,
1706,Matt Doherty,IRL,"MF,DF",Premier League,32.0,30,9,1150,1,0,0,0,Wolverhampton Wanderers,3021160.0,0.08,0.72,0.0,1.53,51.3,0.789,2.49,0.96,0.4,2.49,5.14,2.33,0.56,1.12,3.61,2.97,,,,,,,,,,,
1707,Matt Ritchie,SCO,"FW,MF",Premier League,34.0,13,0,128,1,0,0,0,Newcastle United,2719044.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1708,Matt Targett,ENG,DF,Premier League,28.0,3,1,78,0,0,0,0,Newcastle United,6042321.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1709,Matt Turner,USA,GK,Premier League,29.0,17,17,1530,0,0,0,0,Nottingham Forest,2416928.0,,,,,,0.0,,,,,,,,,,,1.65,6.75,0.0,1.18,36.24,4.27,8.0,47.0,1.01,1.06,13.3
1710,Matteo Cancellieri,ITA,"FW,MF",Serie A,22.0,35,17,1698,3,2,0,0,Empoli,1480000.0,0.17,1.89,0.11,2.84,19.86,0.583,1.34,2.5,2.0,3.84,6.67,1.78,0.33,0.95,1.0,1.61,,,,,,,,,,,
1711,Matteo Darmian,ITA,DF,Serie A,34.0,33,27,2404,2,1,0,0,Internazionale,3210000.0,0.06,0.39,0.03,1.91,51.78,0.847,2.53,0.63,0.24,0.92,3.01,1.79,0.48,1.1,2.24,0.86,,,,,,,,,,,
1712,Matteo Gabbia,ITA,DF,Serie A,24.0,24,19,1695,2,1,0,0,Milan,1480000.0,0.1,0.6,0.03,0.7,64.53,0.906,2.95,0.7,0.07,0.97,0.13,1.64,0.8,0.87,3.92,2.45,,,,,,,,,,,
1713,Matteo Lovato,ITA,DF,Serie A,24.0,25,17,1472,0,0,0,0,Torino,930000.0,0.0,0.12,0.0,0.67,39.8,0.841,2.01,0.06,0.0,0.43,0.06,2.37,1.88,1.34,3.16,1.58,,,,,,,,,,,
1714,Matteo Perez Vinlöf,SWE,DF,Bundesliga,18.0,1,0,16,0,0,0,0,Bayern Munich,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1715,Matteo Pessina,ITA,MF,Serie A,27.0,36,36,3132,6,3,4,5,AC Monza Brianza 1912,1480000.0,0.08,0.63,0.08,2.04,60.76,0.886,5.38,1.96,0.41,0.92,1.52,1.22,0.82,0.98,1.22,0.92,,,,,,,,,,,
1716,Matteo Politano,ITA,FW,Serie A,30.0,36,30,2315,8,7,2,3,Napoli,5930000.0,0.22,2.58,0.22,5.23,48.73,0.757,6.18,4.17,1.18,3.12,8.35,0.7,0.45,0.29,0.38,0.19,,,,,,,,,,,
1717,Matteo Prati,ITA,MF,Serie A,20.0,25,18,1882,1,0,0,0,Cagliari,,0.0,1.65,0.0,2.33,35.07,0.746,3.1,0.39,0.19,1.02,0.78,2.08,0.68,1.36,1.07,0.39,,,,,,,,,,,
1718,Matteo Ruggeri,ITA,DF,Serie A,21.0,32,27,2331,0,4,0,0,Atalanta,930000.0,0.06,0.46,0.14,2.31,57.94,0.793,5.61,2.11,0.75,1.13,5.09,1.21,0.95,1.71,1.62,1.71,,,,,,,,,,,
1719,Matthias Bader,GER,"MF,DF",Bundesliga,26.0,24,21,1802,1,2,0,0,Darmstadt 98,700000.0,0.05,0.89,0.11,2.42,46.05,0.757,3.47,1.84,0.74,1.21,3.36,2.47,1.31,1.05,1.05,0.58,,,,,,,,,,,
1720,Matthias Ginter,GER,DF,Bundesliga,30.0,23,22,1913,0,2,0,0,Freiburg,7550000.0,0.0,0.35,0.06,1.17,61.43,0.834,5.72,1.04,0.06,0.85,0.76,1.26,0.6,1.52,4.04,2.5,,,,,,,,,,,
1721,Matthieu Udol,FRA,DF,Ligue 1,28.0,30,30,2700,3,3,0,0,Metz,780000.0,0.1,0.66,0.1,1.72,43.86,0.743,3.28,1.55,0.66,1.28,2.86,1.9,1.55,2.07,3.62,0.93,,,,,,,,,,,
1722,Matthijs de Ligt,NED,DF,Bundesliga,24.0,22,16,1390,2,0,0,0,Bayern Munich,16000000.0,0.09,0.92,0.05,0.83,73.23,0.93,5.59,0.79,0.09,1.25,0.42,1.29,1.11,0.97,3.79,2.49,,,,,,,,,,,
1723,Matthis Abline,FRA,FW,Ligue 1,21.0,22,12,1044,5,0,0,0,Nantes,540000.0,0.45,3.97,0.0,3.52,20.04,0.698,1.62,2.62,1.53,6.05,7.85,0.63,0.18,0.27,0.45,1.44,,,,,,,,,,,
1724,Mattia Bani,ITA,DF,Serie A,30.0,27,27,2306,2,0,0,0,Genoa,1300000.0,0.08,0.35,0.0,0.27,44.96,0.835,1.44,0.2,0.04,0.66,0.16,1.01,0.86,1.99,4.53,1.91,,,,,,,,,,,
1725,Mattia De Sciglio,ITA,DF,Serie A,31.0,1,1,45,0,0,0,0,Juventus,2780000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1726,Mattia Destro,ITA,"FW,MF",Serie A,33.0,14,2,321,0,0,0,0,Empoli,930000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1727,Mattia Perin,ITA,GK,Serie A,31.0,2,2,180,0,0,0,0,Juventus,2780000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1728,Mattia Viti,ITA,DF,Serie A,22.0,14,11,889,0,0,0,0,Sassuolo,590000.0,0.0,0.3,0.0,0.71,44.85,0.835,3.24,0.2,0.2,0.61,1.21,2.33,0.71,1.92,4.45,1.21,,,,,,,,,,,
1729,Mattia Zaccagni,ITA,"FW,MF",Serie A,28.0,27,23,1867,5,1,0,0,Lazio,5930000.0,0.18,1.87,0.04,3.48,40.19,0.785,2.42,3.81,2.16,3.33,10.72,1.24,0.95,1.35,0.62,0.55,,,,,,,,,,,
1730,Mattias Svanberg,SWE,MF,Bundesliga,25.0,25,20,1715,1,3,0,0,Wolfsburg,2830000.0,0.05,2.24,0.15,3.1,42.2,0.708,4.37,1.47,0.76,1.73,3.05,1.93,1.07,1.32,1.47,1.07,,,,,,,,,,,
1731,Matty Cash,POL,DF,Premier League,26.0,29,23,2142,2,2,0,0,Aston Villa,4833857.0,0.08,1.28,0.08,1.71,50.0,0.798,3.45,2.44,0.5,2.09,3.95,2.36,0.78,1.43,2.4,0.58,,,,,,,,,,,
1732,Mattéo Guendouzi,FRA,MF,Serie A,25.0,34,27,2348,2,3,0,0,Lazio,3210000.0,0.06,1.0,0.12,2.25,42.77,0.827,5.07,1.85,0.43,1.94,3.34,1.24,0.73,0.85,0.94,0.46,,,,,,,,,,,
1733,Matz Sels,BEL,GK,Ligue 1,32.0,35,35,3150,0,0,0,0,Nottingham Forest,2114812.0,,,,,,0.0,,,,,,,,,,,1.46,5.94,0.0,1.08,29.65,3.96,5.62,36.8,0.33,0.73,12.6
1734,Matìas Soulé,ARG,"FW,MF",Serie A,21.0,35,35,3037,11,3,5,6,Frosinone,,0.18,2.2,0.09,5.22,44.63,0.777,5.83,3.3,2.93,3.02,6.26,1.19,0.52,1.04,0.27,0.34,,,,,,,,,,,
1735,Matías Vecino,URU,MF,Serie A,32.0,30,7,1101,6,1,0,0,Lazio,3520000.0,0.36,2.29,0.05,1.77,53.84,0.85,5.41,0.94,0.52,2.55,2.45,2.39,0.94,1.4,1.98,2.13,,,,,,,,,,,
1736,Matías Viña,URU,DF,Serie A,26.0,15,13,1014,0,3,0,0,Flamengo,,0.0,0.75,0.25,2.85,46.17,0.74,4.19,2.01,1.01,1.26,3.52,3.44,0.75,1.01,3.1,1.01,,,,,,,,,,,
1737,Matúš Bero,SVK,"FW,MF",Bundesliga,28.0,24,20,1661,1,1,0,0,Bochum,700000.0,0.06,1.67,0.06,1.45,27.79,0.655,2.28,0.5,0.17,1.84,3.9,1.67,0.61,1.34,1.28,0.61,,,,,,,,,,,
1738,Mauro Arambarri,URU,MF,La Liga,28.0,7,3,339,0,0,0,0,Getafe,2520000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1739,Max Aarons,ENG,DF,Premier League,24.0,20,13,1237,0,1,0,0,Bournemouth,2114812.0,0.0,0.15,0.08,1.62,42.92,0.77,3.24,1.7,1.0,0.85,1.93,2.23,0.46,0.69,1.93,0.39,,,,,,,,,,,
1740,Max Finkgräfe,GER,"DF,FW",Bundesliga,20.0,24,18,1756,1,0,0,0,Köln,,0.05,0.62,0.0,2.05,44.03,0.696,2.72,2.61,1.85,1.23,3.02,3.33,1.13,1.79,2.0,1.18,,,,,,,,,,,
1741,Max Kilman,ENG,DF,Premier League,26.0,38,38,3420,2,0,0,0,Wolverhampton Wanderers,3021160.0,0.05,0.37,0.0,1.06,61.47,0.858,3.15,0.61,0.26,0.77,0.13,1.25,1.01,1.59,4.69,2.31,,,,,,,,,,,
1742,Max Lowe,ENG,"MF,DF",Premier League,27.0,10,4,503,0,0,0,0,Sheffield United,604232.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1743,Max Moerstedt,GER,FW,Bundesliga,,1,0,12,0,0,0,0,Hoffenheim,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1744,Max Svensson,ESP,FW,La Liga,,1,0,3,0,0,0,0,Osasuna,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1745,Maxence Caqueret,FRA,MF,Ligue 1,24.0,34,34,3022,1,3,0,0,Lyon,3360000.0,0.08,0.73,0.08,3.52,61.01,0.832,8.43,2.11,1.52,1.41,2.54,2.71,1.52,1.18,0.76,0.28,,,,,,,,,,,
1746,Maxence Lacroix,FRA,DF,Bundesliga,24.0,28,27,2362,4,1,0,0,Wolfsburg,3620000.0,0.16,0.44,0.04,0.87,55.26,0.849,3.01,0.12,0.24,0.83,0.2,1.82,0.95,1.39,4.71,2.46,,,,,,,,,,,
1747,Maxi Gómez,URU,FW,La Liga,27.0,31,12,1163,0,0,0,0,Cádiz,3650000.0,0.0,1.24,0.0,1.63,19.68,0.518,0.86,1.01,0.31,3.58,4.12,0.47,0.23,0.62,0.23,5.37,,,,,,,,,,,
1748,Maxim Leitsch,GER,DF,Bundesliga,26.0,7,4,379,0,0,0,0,Mainz 05,960000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1749,Maxime Busi,BEL,"DF,FW",Ligue 1,24.0,5,1,162,0,0,0,0,Reims,1090000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1750,Maxime Colin,FRA,DF,Ligue 1,32.0,22,22,1832,0,0,0,0,Metz,600000.0,0.0,0.31,0.0,1.19,46.34,0.715,3.25,1.14,0.57,0.41,1.09,1.96,1.03,1.03,3.51,1.19,,,,,,,,,,,
1751,Maxime Estève,FRA,DF,Premier League,21.0,28,27,2304,1,1,0,0,Burnley,302116.0,0.04,0.43,0.04,0.62,44.78,0.824,2.32,0.72,0.11,0.65,0.47,1.52,1.67,1.27,4.31,1.81,,,,,,,,,,,
1752,Maxime Gonalons,FRA,MF,Ligue 1,35.0,21,17,1296,1,0,0,0,Clermont Foot,780000.0,0.06,0.8,0.0,1.29,53.06,0.865,5.73,0.55,0.55,0.62,0.62,3.51,1.35,1.35,0.74,0.99,,,,,,,,,,,
1753,Maxime Lopez,FRA,MF,Serie A,26.0,20,8,850,0,0,0,0,Fiorentina,770000.0,0.0,0.53,0.0,2.64,79.33,0.887,6.26,1.32,0.18,0.79,1.41,1.85,0.44,0.35,0.62,0.18,,,,,,,,,,,
1754,Maximilian Arnold,GER,MF,Bundesliga,29.0,30,27,2506,2,1,0,0,Wolfsburg,5500000.0,0.07,1.04,0.03,2.82,56.78,0.812,5.15,0.7,0.24,0.21,0.59,1.84,0.87,0.87,2.16,0.49,,,,,,,,,,,
1755,Maximilian Bauer,GER,DF,Bundesliga,24.0,14,9,810,1,0,0,0,Augsburg,300000.0,0.1,0.4,0.0,0.5,50.96,0.86,2.58,0.2,0.2,0.5,0.1,2.28,1.09,1.49,3.18,1.79,,,,,,,,,,,
1756,Maximilian Beier,GER,"FW,MF",Bundesliga,21.0,33,29,2420,16,1,0,0,Hoffenheim,1000000.0,0.58,3.01,0.04,2.82,20.66,0.695,1.16,2.32,1.24,5.37,8.49,0.73,0.31,0.77,0.46,0.77,,,,,,,,,,,
1757,Maximilian Breunig,GER,FW,Bundesliga,23.0,2,0,9,0,0,0,0,Freiburg,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1758,Maximilian Eggestein,GER,MF,Bundesliga,27.0,33,33,2914,1,2,0,0,Freiburg,960000.0,0.05,1.23,0.12,2.35,42.64,0.828,5.16,1.51,0.53,1.0,2.16,1.39,0.95,1.46,1.09,1.44,,,,,,,,,,,
1759,Maximilian Mittelstädt,GER,DF,Bundesliga,27.0,31,23,2103,2,4,0,0,Stuttgart,1000000.0,0.09,0.82,0.17,2.4,71.17,0.845,5.15,3.17,1.5,1.46,5.36,3.86,2.02,1.54,2.79,1.29,,,,,,,,,,,
1760,Maximilian Philipp,GER,"FW,MF",Bundesliga,30.0,17,1,323,1,0,0,0,Freiburg,2100000.0,0.38,2.44,0.0,3.38,31.88,0.782,2.06,0.56,0.75,3.56,6.38,1.69,0.75,2.06,0.94,1.31,,,,,,,,,,,
1761,Maximilian Wittek,GER,"DF,FW",Bundesliga,28.0,21,13,1070,3,1,0,0,Bochum,800000.0,0.27,2.17,0.09,4.07,42.65,0.626,4.07,1.36,0.81,1.45,5.43,2.08,1.63,1.09,2.08,1.27,,,,,,,,,,,
1762,Maximilian Wöber,AUT,DF,Bundesliga,26.0,25,24,2066,2,3,0,0,Mönchengladbach,2120000.0,0.08,0.85,0.12,1.38,63.75,0.82,5.4,1.38,0.08,1.18,1.02,2.76,1.67,2.28,4.84,2.03,,,,,,,,,,,
1763,Maximiliano Caufriez,BEL,DF,Ligue 1,27.0,20,20,1659,0,1,0,0,Clermont Foot,530000.0,0.05,0.51,0.05,0.79,48.15,0.876,3.41,1.45,0.37,0.56,0.7,2.01,0.84,0.84,3.45,0.98,,,,,,,,,,,
1764,Maxwel Cornet,CIV,"FW,MF",Premier League,27.0,7,1,112,1,0,0,0,West Ham United,3927509.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1765,Medon Berisha,ALB,"FW,MF",Serie A,20.0,5,1,129,0,0,0,0,Lecce,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1766,Mehdi Bourabia,MAR,MF,Serie A,32.0,10,3,200,0,0,0,0,Kayserispor,1300000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1767,Mehdi Zeffane,ALG,"MF,DF",Ligue 1,32.0,23,15,1231,0,0,0,0,Clermont Foot,240000.0,0.07,1.51,0.0,1.83,47.16,0.756,3.6,1.11,0.26,1.44,3.73,2.23,1.31,1.11,2.42,0.46,,,,,,,,,,,
1768,Melvin Bard,FRA,DF,Ligue 1,23.0,32,31,2654,1,2,0,0,Nice,200000.0,0.03,0.51,0.06,1.7,61.08,0.816,3.9,2.11,1.28,0.8,3.58,2.46,1.6,1.57,1.63,0.83,,,,,,,,,,,
1769,Memphis,NED,FW,La Liga,30.0,23,9,893,5,1,0,0,Atlético Madrid,8750000.0,0.56,4.19,0.09,4.1,28.04,0.751,3.17,1.77,1.96,6.06,7.83,0.47,0.19,0.28,0.0,0.56,,,,,,,,,,,
1770,Mergim Berisha,GER,FW,Bundesliga,26.0,8,2,266,0,0,0,0,Hoffenheim,3500000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1771,Merlin Röhl,GER,"FW,MF",Bundesliga,21.0,24,17,1477,2,4,0,0,Freiburg,120000.0,0.15,1.79,0.2,2.69,28.74,0.795,2.24,2.89,1.15,2.79,5.28,1.69,0.65,1.74,1.2,1.2,,,,,,,,,,,
1772,Mert Kömür,GER,"MF,DF",Bundesliga,18.0,4,1,118,1,0,0,0,Augsburg,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1773,Michael Amir Murillo,PAN,DF,Ligue 1,28.0,16,10,997,3,2,0,0,Marseille,1000000.0,0.15,0.38,0.15,1.13,53.24,0.822,3.18,0.83,1.13,1.06,3.93,1.89,0.91,0.98,2.72,1.51,,,,,,,,,,,
1774,Michael Folorunsho,ITA,"FW,MF",Serie A,26.0,33,32,2701,4,1,0,0,Verona,740000.0,0.13,1.4,0.03,1.4,25.82,0.612,1.7,1.77,0.67,1.67,3.57,1.67,0.57,1.5,1.47,2.4,,,,,,,,,,,
