Player Name,Club,Annual wage in EUR,Non-Penalty Goals,Shots Total,Assists,Shot-Creating Actions,Passes Attempted,Pass Completion ,Progressive Passes,Progressive Carries,Successful Take-Ons,Touches (Att Pen),Progressive Passes Rec,Tackles,Interceptions,Blocks,Clearances,Aerials Won,Goals Against,Save Percentage,Save% (Penalty Kicks),Clean Sheet Percentage,Touches,Launch %,Goal Kicks,Avg. Length of Goal Kicks,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
Harry Kane,Bayern Munich,25000000,0.86,3.99,0.26,2.6,21.15,0.707,3.46,1.15,0.66,4.96,4.48,0.49,0.15,0.51,0.53,1.26,,,,,,,,,,,
Lee Kang-in,Paris Saint-Germain,7270000,0.14,1.66,0.28,4.56,61.11,0.818,7.1,3.5,1.98,3,8.39,1.75,0.37,0.6,0.28,0.28,,,,,,,,,,,
Yann Karamoh,Montpellier,1820000,0.35,1.76,0,2.47,29.59,0.708,1.94,4.58,2.47,3.52,7.93,0.35,0,0.53,0.18,0.53,,,,,,,,,,,
Atakan Karazor,Stuttgart,470000,0,0.66,0.1,1.88,63.67,0.89,4.74,0.79,0.2,0.49,1.12,2.3,0.89,1.32,1.48,1.51,,,,,,,,,,,
Ayman Kari,Lorient,,0.1,0.69,0.1,3.23,39.17,0.88,3.82,2.25,1.66,2.45,5.19,1.76,0.78,1.86,0.88,0.2,,,,,,,,,,,
Emir Karic,Darmstadt 98,170000,0,0.64,0,2.34,62.2,0.789,5.9,2.82,0.96,0.74,4.31,2.29,0.69,2.07,2.23,1.12,,,,,,,,,,,
Loris Karius,Newcastle United,604232,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Jesper Karlsson,Bologna,1030000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Jon Karrikaburu,Andorra,380000,0.14,2.78,0,1.63,13.91,0.737,0.75,1.22,0.95,4.34,4.68,0.81,0.27,0.48,1.09,1.56,,,,,,,,,,,
Rick Karsdorp,Roma,4070000,0,0.54,0.11,1.72,52.35,0.82,2.8,0.7,0.16,1.51,4.96,1.56,0.86,0.86,1.35,0.32,,,,,,,,,,,
Grigoris Kastanos,Salernitana,190000,0.23,2,0.17,3.71,44,0.733,5.02,1.88,1.03,1.94,4.57,1.77,0.51,0.91,0.4,1.43,,,,,,,,,,,
Silas Katompa,Stuttgart,1140000,0.35,1.84,0.18,3.59,26,0.751,2.36,4.55,3.15,5.95,12.17,0.53,0.09,0.88,0.35,0.44,,,,,,,,,,,
Panos Katseris,Lorient,,0.09,1.46,0.09,1.55,33.5,0.708,1.73,1.73,1.1,3.01,7.58,2.1,0.73,1.83,1.64,0.91,,,,,,,,,,,
Mikkel Kaufmann,Union Berlin,700000,0.19,2.78,0,2.22,23.33,0.532,2.04,1.11,0.56,4.81,6.3,1.11,0.19,2.22,0.74,4.81,,,,,,,,,,,
Michael Kayode,Fiorentina,,0.05,0.32,0.05,1.51,57.21,0.813,3.56,2.05,0.96,1.05,4.61,2.28,0.78,1.1,2.05,0.73,,,,,,,,,,,
Moise Kean,Juventus,3850000,0,2.05,0,2.16,13.72,0.677,0.86,1.84,2.16,3.35,5.19,0.86,0.32,0.65,0.86,1.51,,,,,,,,,,,
Michael Keane,Everton,4833857,0.18,1.08,0.18,1.26,47.25,0.76,3.23,0.72,0.36,2.52,0.72,1.26,1.08,0.9,3.41,3.59,,,,,,,,,,,
Ibrahima Kebe,Mirandés,420000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Kévin Keben Biakolo,Toulouse,,0,0.17,0,0.67,46.01,0.795,2.02,0.84,0.51,0.34,1.52,0.84,1.35,1.18,2.7,1.35,,,,,,,,,,,
Yassine Kechta,Le Havre,,0.1,0.97,0.05,2.29,46.73,0.81,5.94,2,0.49,1.31,3.26,2.24,1.12,0.97,0.78,0.44,,,,,,,,,,,
Thilo Kehrer,Monaco,4830000,0,0.71,0.05,1.36,63.24,0.879,5.76,1.09,0.22,1.36,1.9,1.79,1.63,1.2,3.59,1.63,,,,,,,,,,,
Habib Keita,Clermont Foot,320000,0.07,1.44,0,2.02,46.95,0.877,3.61,0.65,0.94,0.51,1.59,2.46,2.02,1.95,2.09,0.51,,,,,,,,,,,
Naby Keïta,Werder Bremen,2500000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Yannik Keitel,Freiburg,120000,0.09,0.72,0,1.17,48.19,0.789,4.14,0.45,0.36,0.99,0.63,1.62,1.62,1.62,3.96,1.8,,,,,,,,,,,
Caoimhín Kelleher,Liverpool,604232,,,,,,0,,,,,,,,,,,1.42,6.67,,1.58,46,2.17,3.16,31.6,0.8,1.26,15.3
Thomas Keller,Heidenheim,150000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Lloyd Kelly,Bournemouth,1812696,0,0.21,0.05,1.61,53.47,0.751,3.33,0.94,0.1,0.57,1.82,1.4,0.94,1.2,4,1.51,,,,,,,,,,,
Omari Kellyman,Aston Villa,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Aljoscha Kemlein,St Pauli,,0,0.96,0.19,2.2,35.45,0.792,3.92,1.24,0.1,2.29,3.54,2.2,0.86,0.29,0.38,0.48,,,,,,,,,,,
Tobias Kempe,Darmstadt 98,780000,0,1.29,0.14,4,37.71,0.741,2.93,1,0.57,2,3.29,1.36,0.64,1.07,0.86,0.86,,,,,,,,,,,
Milos Kerkez,Bournemouth,1812696,0,0.77,0.05,1.44,39.11,0.726,2.11,2.11,0.57,1.44,4.4,2.2,0.91,1.48,2.78,0.86,,,,,,,,,,,
Kaine Kesler-Hayden,Aston Villa,,0,1.05,0.11,1.84,52.25,0.762,4.25,2.84,0.74,1.52,3.68,1.52,1.52,1.31,2.42,1.1,,,,,,,,,,,
Reda Khadra,Reims,700000,0.07,1.55,0.2,3.03,25.56,0.739,2.62,2.35,1.75,2.62,7.26,1.01,0.2,0.54,0.87,0.07,,,,,,,,,,,
Wahbi Khazri,Montpellier,3000000,0.07,3.19,0,2.23,26.04,0.726,2.89,1.93,1.04,4.01,5.71,1.93,0.22,0.67,0.74,0.67,,,,,,,,,,,
Rani Khedira,Union Berlin,850000,0.05,0.35,0,0.79,32.12,0.753,2.23,0.4,0.25,0.5,1.09,2.13,1.19,0.89,2.08,1.34,,,,,,,,,,,
Kiké,Alavés,650000,0.19,3.46,0.13,2.58,19.25,0.667,2.01,1.2,1.01,6.73,6.29,0.57,0.06,1.07,0.75,3.02,,,,,,,,,,,
Luca Kilian,Köln,360000,0,0,0,0.43,44.93,0.76,1.7,0.99,0,0.57,0.14,2.27,0.99,1.7,3.97,1.42,,,,,,,,,,,
Max Kilman,Wolverhampton Wanderers,3021160,0.05,0.37,0,1.06,61.47,0.858,3.15,0.61,0.26,0.77,0.13,1.25,1.01,1.59,4.69,2.31,,,,,,,,,,,
Joshua Kimmich,Bayern Munich,19500000,0.05,0.91,0.22,4.65,89.41,0.859,8.93,2.07,0.43,0.91,4.12,1.96,0.7,1.18,1.29,0.32,,,,,,,,,,,
Jakub Kiwior,Arsenal,3504546,0.12,0.74,0.18,1.23,54.56,0.831,4.84,0.37,0.37,1.41,1.41,1.84,0.61,0.8,1.96,1.53,,,,,,,,,,,
Simon Kjær,Milan,1920000,0,0.44,0.06,0.82,67.88,0.888,3.93,0.25,0,0.57,0,1.77,1.01,1.65,3.87,1.96,,,,,,,,,,,
Davy Klaassen,Internazionale,1920000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christoph Klarer,Darmstadt 98,600000,0.08,0.36,0.08,0.87,46.83,0.869,2.5,0.36,0.24,1.27,0.44,1.43,0.83,1.23,3.58,1.67,,,,,,,,,,,
Tim Kleindienst,Heidenheim,1200000,0.32,2.53,0.1,2.14,27.5,0.588,2.23,1.3,0.58,4.4,5.6,0.58,0.39,1.04,1.78,5.6,,,,,,,,,,,
Lukas Klostermann,RB Leipzig,6600000,0.05,0.3,0,0.8,67.75,0.908,4.66,0.75,0,0.35,0.5,1.05,0.9,1.5,4.56,1,,,,,,,,,,,
Justin Kluivert,Bournemouth,4833857,0.29,2.61,0.04,3.03,19.86,0.684,2.52,3.24,1.3,5.13,5.85,1.18,0.38,0.72,0.46,0.55,,,,,,,,,,,
Ansgar Knauff,Eintracht Frankfurt,540000,0.31,1.58,0.04,2.55,31.13,0.63,2.37,3.42,1.1,4.43,7.11,1.84,0.79,1.71,0.75,0.92,,,,,,,,,,,
Robin Knoche,Union Berlin,1500000,0.04,0.33,0,0.7,54.44,0.813,3.58,0.33,0.12,0.82,0.16,1.65,0.82,1.19,3.29,1.98,,,,,,,,,,,
Gregor Kobel,Dortmund,9000000,,,,,,0,,,,,,,,,,,1.15,7.79,2.86,3.42,44.93,2.2,6.61,39.2,0.24,0.55,11.7
Robin Koch,Eintracht Frankfurt,2460000,0.06,0.86,0,0.54,68.96,0.876,4.04,0.48,0.06,1.27,0.19,1.4,1.02,1.05,4.3,2.74,,,,,,,,,,,
Philipp Köhn,Monaco,1100000,,,,,,0,,,,,,,,,,,1.45,7.22,1.67,2.27,32.09,3.25,5.91,43.5,0.78,0.86,11.3
Dominik Kohr,Mainz 05,1800000,0.04,1.07,0,1.15,47.57,0.769,4.04,0.87,0.28,1.23,1.03,2.65,1.7,1.39,2.3,1.62,,,,,,,,,,,
Koke,Atlético Madrid,6670000,0,0.36,0.13,2.16,80.8,0.898,6.96,0.86,0.36,0.39,0.99,2.11,0.55,1.22,1.17,0.44,,,,,,,,,,,
Sead Kolašinac,Atalanta,2560000,0.03,0.47,0,0.89,52.81,0.843,4.51,1.13,0.3,1.07,1.37,1.81,1.07,0.74,2.11,1.84,,,,,,,,,,,
Luca Koleosho,Burnley,,0.18,2.16,0.09,2.61,25.62,0.698,1.8,4.95,3.15,4.77,7.82,0.72,0.18,1.17,0,0.18,,,,,,,,,,,
Randal Kolo Muani,Paris Saint-Germain,12730000,0.4,1.9,0.27,3.05,23.4,0.699,2.83,2.7,1.95,5.66,8,0.71,0.22,0.49,0.75,1.37,,,,,,,,,,,
Mert Kömür,Augsburg,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Ibrahima Konaté,Liverpool,4229625,0,0.5,0,1.21,82.43,0.879,6.11,1.29,0.42,0.75,0.17,2.25,1.33,1.08,3.12,4.16,,,,,,,,,,,
Geoffrey Kondogbia,Marseille,5400000,0.04,0.88,0.04,1.62,56.06,0.876,4.87,0.42,0.49,0.85,1.13,2.79,2.05,1.41,1.38,0.85,,,,,,,,,,,
Abdoul Koné,Reims,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Amadou Koné,Reims,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Ibrahima Koné,Almería,600000,0,1.3,0,1.46,18.65,0.713,1.14,0.49,0.65,3.57,6.16,1.3,0,0.32,1.3,3.24,,,,,,,,,,,
Manu Koné,Mönchengladbach,1920000,0.06,1.45,0,3.29,40.64,0.853,4.1,2.77,2.25,1.85,3.24,2.66,0.98,1.45,0.92,1.16,,,,,,,,,,,
Ezri Konsa,Aston Villa,4531741,0.03,0.51,0,0.97,59.63,0.912,3.87,1,0.51,1,0.91,1.57,0.91,1.17,2.11,0.8,,,,,,,,,,,
Teun Koopmeiners,Atalanta,1920000,0.33,1.98,0.2,4.19,48.96,0.752,5.89,2.94,0.71,2.92,6.5,1.47,0.38,1.17,1.04,0.84,,,,,,,,,,,
Odilon Kossonou,Leverkusen,1630000,0.04,0.22,0,1.61,68.06,0.884,6.18,2.01,0.99,0.54,1.3,1.48,1.3,1.34,2.24,1.25,,,,,,,,,,,
Filip Kostić,Juventus,3210000,0,1.06,0.18,3.56,50.12,0.727,4.18,3.17,0.35,1.63,5.58,1.71,0.57,1.49,2.02,0.53,,,,,,,,,,,
Christian Kouamé,Fiorentina,2220000,0.16,1.89,0.16,3.16,35.97,0.713,3.08,0.79,0.71,3.94,8.28,0.95,0.08,1.26,0.87,4.81,,,,,,,,,,,
Rominigue Kouamé,Cádiz,730000,0,0.59,0,1.67,45.88,0.878,3.68,1.67,1.17,0.33,0.59,1.51,1.34,1.09,1.42,2.01,,,,,,,,,,,
Koffi Kouao,Metz,780000,0,0.52,0.21,1.36,41.97,0.791,3.03,1.05,0.84,0.84,3.03,2.09,1.36,0.94,3.98,1.36,,,,,,,,,,,
Tomáš Koubek,Augsburg,1000000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Therence Koudou,Reims,,0,0.7,0,2.29,53.7,0.774,3.52,2.11,0.7,0.7,5.71,1.23,0.88,1.23,3.6,0.62,,,,,,,,,,,
Jules Koundé,Barcelona,13550000,0.03,0.68,0.05,1.74,82.17,0.899,7,1.91,0.5,1.16,1.46,1.26,0.88,1.11,3,2.44,,,,,,,,,,,
Boubakar Kouyaté,Montpellier,640000,0,0.64,0.09,0.47,40.87,0.827,2.53,0.17,0.17,0.94,0.13,2.31,1.37,1.54,5.61,2.65,,,,,,,,,,,
Cheikhou Kouyaté,Nottingham Forest,2719044,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Mateo Kovačić,Manchester City,9063481,0.04,1.26,0,3.1,85.33,0.936,5.25,2.34,1.08,1.12,2.43,1.93,0.67,1.21,0.58,0.22,,,,,,,,,,,
Viktor Kovalenko,Empoli,770000,0.15,1.62,0.15,2.35,36.7,0.716,2.94,0.59,0.29,1.91,3.52,0.73,0.15,1.76,1.03,1.17,,,,,,,,,,,
Matej Kovar,Leverkusen,750000,,,,,,0,,,,,,,,,,,0.75,8.78,0,5,33.25,1.49,5.33,29.7,0.83,1.08,15
Dawid Kownacki,Werder Bremen,1600000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Emil Krafth,Newcastle United,3323277,0,0.44,0,1.75,58.61,0.841,3.06,1.09,0.33,1.09,3.28,2.3,0.98,0.87,2.19,1.42,,,,,,,,,,,
Alex Král,Union Berlin,1790000,0.05,1.2,0.05,1.65,32.98,0.723,3.3,1.15,0.55,1.3,2.5,1.3,0.8,0.9,1.7,1.1,,,,,,,,,,,
Andrej Kramarić,Hoffenheim,4000000,0.31,2.48,0.24,5.19,46.08,0.796,4.64,2.75,0.87,3.93,6.8,0.43,0.43,0.63,0.43,0.39,,,,,,,,,,,
Christoph Kramer,Mönchengladbach,3500000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Frans Krätzig,Austria Wien,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Tom Krauß,Mainz 05,1400000,0.06,1.28,0.13,1.47,42.63,0.739,4.35,0.83,0.19,0.9,1.79,3.71,1.09,2.18,1.86,0.96,,,,,,,,,,,
Rasmus Kristensen,Roma,2560000,0.05,0.47,0.05,1.78,52.75,0.776,2.67,0.8,0.33,1.87,5.52,1.97,0.51,1.36,2.53,1.59,,,,,,,,,,,
Thomas Kristensen,Udinese,,0,0.42,0.05,0.61,36.97,0.781,2.02,0.8,0.38,0.99,0.14,1.46,1.22,1.08,5.21,2.54,,,,,,,,,,,
Toni Kroos,Real Madrid,24380000,0.03,1.3,0.28,4.34,103.38,0.912,11.02,1.39,0.28,0.6,1.13,2.41,0.91,0.74,0.68,0.28,,,,,,,,,,,
Nikola Krstović,Lecce,,0.24,3.51,0.04,2.99,19.87,0.677,1.82,1.17,1.09,4.93,4.64,0.61,0.16,0.44,0.89,2.38,,,,,,,,,,,
Rade Krunić,Fenerbahçe,2780000,0,0.36,0,2.04,59.1,0.907,4.14,1.6,0.58,0.58,0.36,1.67,1.09,1.09,1.45,1.24,,,,,,,,,,,
Lukas Kübler,Freiburg,390000,0.04,0.4,0,0.97,50.85,0.797,3.55,0.61,0.24,0.69,1.33,2.3,1.86,1.45,2.78,1.61,,,,,,,,,,,
Takefusa Kubo,Real Sociedad,2500000,0.26,2.03,0.13,4.93,35.64,0.706,3.67,5.57,2.45,5.22,9.96,0.9,0.52,0.9,0.39,0.42,,,,,,,,,,,
Mohammed Kudus,West Ham United,,0.34,2.45,0.17,3.59,32.99,0.788,2.99,4.05,3.93,3.76,8.06,2.45,0.48,1.14,0.34,0.54,,,,,,,,,,,
Christian Kühlwetter,Heidenheim,280000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Dejan Kulusevski,Tottenham Hotspur,6646553,0.19,1.73,0.13,4.22,40.26,0.772,4.74,4.96,1.79,7.01,12.35,1.95,0.54,0.83,0.06,0.19,,,,,,,,,,,
Sael Kumbedi,Lyon,,0,0.68,0.08,1.82,60.56,0.821,3.95,2.05,0.61,1.29,6.53,3.04,1.29,1.44,1.75,0.38,,,,,,,,,,,
Marash Kumbulla,Sassuolo,3330000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Justin Kumi,Sassuolo,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Layvin Kurzawa,Paris Saint-Germain,6000000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Berkan Kutlu,Galatasaray,500000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Daler Kuzyaev,Le Havre,1800000,0.09,0.72,0.09,3.19,45.4,0.784,5.2,1.03,0.54,2.29,4.31,1.44,0.94,0.76,0.81,1.12,,,,,,,,,,,
Khvicha Kvaratskhelia,Napoli,1540000,0.26,3.63,0.18,5.19,41.74,0.804,3.5,6.23,3.45,6.07,9.11,1.35,0.42,0.65,0.29,0.39,,,,,,,,,,,
Giorgi Kvernadze,Frosinone,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Moritz-Broni Kwarteng,Bochum,450000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Grejohn Kyei,Clermont Foot,300000,0.14,2.56,0.07,1.78,24.74,0.747,2.42,1.07,1.14,5.05,7.25,0.43,0.14,0.43,0.92,2.49,,,,,,,,,,,
Giorgos Kyriakopoulos,AC Monza Brianza 1912,510000,0,1.25,0.16,2.62,56.02,0.825,3.44,3.22,0.93,1.91,5.07,0.98,0.71,0.93,1.53,0.65,,,,,,,,,,,
Luca de la Torre,Celta Vigo,270000,0.04,1.12,0.17,2.11,35.32,0.812,4.26,2.71,0.47,2.75,4.04,1.76,0.56,0.99,0.73,0.6,,,,,,,,,,,
Gaëtan Laborde,Nice,2160000,0.26,3.18,0.13,2.67,26.93,0.657,2.19,1.68,0.95,5.21,8.13,1.03,0.26,0.99,0.39,1.51,,,,,,,,,,,
Alexandre Lacazette,Lyon,6000000,0.66,2.66,0.11,2.44,22.24,0.723,2.62,0.84,0.91,5.02,5.93,0.84,0.29,0.84,0.33,0.95,,,,,,,,,,,
Maxence Lacroix,Wolfsburg,3620000,0.16,0.44,0.04,0.87,55.26,0.849,3.01,0.12,0.24,0.83,0.2,1.82,0.95,1.39,4.71,2.46,,,,,,,,,,,
Alban Lafont,Nantes,1500000,,,,,,0,,,,,,,,,,,1.48,7.11,0,2.76,38,3.51,6.15,48.3,0.84,1.14,12.9
Aïssa Laïdouni,Union Berlin,840000,0.06,1,0.25,2.43,41.04,0.783,4.99,2.12,1.19,1.93,3.37,1.68,0.81,1.87,1.19,1,,,,,,,,,,,
Konrad Laimer,Bayern Munich,9000000,0.07,0.76,0.14,2.97,66.22,0.876,5.77,3.08,1.24,2.18,4.39,3.35,1,2.11,0.97,0.55,,,,,,,,,,,
Stefan Lainer,Mönchengladbach,2300000,0,0.54,0.11,1.94,57.66,0.785,4.1,2.26,0.22,1.94,4.53,2.37,0.75,1.51,2.91,0.75,,,,,,,,,,,
Kenny Lala,Brest,720000,0.03,0.46,0.09,2.94,65.57,0.78,6.03,1.31,0.57,0.46,2.94,2.29,0.8,0.91,2.09,0.23,,,,,,,,,,,
Adam Lallana,Brighton & Hove Albion,5438089,0,0.83,0.1,3.13,55.27,0.889,4.28,1.15,0.31,4.38,6.57,1.04,0.42,0.21,0.1,0.31,,,,,,,,,,,
Mathis Lambourde,Rennes,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Érik Lamela,Sevilla,3300000,0.42,1.91,0.08,3.16,33.94,0.784,3.24,2.41,1.33,4.49,6.74,3.08,0.5,2.08,0.58,0.92,,,,,,,,,,,
Mohamed Lamine Bayo,Le Havre,720000,0.19,2.65,0.06,2.46,19.93,0.649,1.26,1.14,1.14,4.86,7.44,0.82,0.13,0.63,0.69,2.27,,,,,,,,,,,
Didier Lamkel Zé,Metz,450000,0.16,1.8,0,2.45,31.09,0.721,3.11,2.45,0.98,2.45,3.76,1.15,0,0.65,1.8,2.13,,,,,,,,,,,
Tariq Lamptey,Brighton & Hove Albion,2114812,0,0.69,0.23,1.6,44.01,0.835,1.83,3.66,0.69,2.21,6.25,1.91,1.07,0.69,0.53,0.38,,,,,,,,,,,
Bruno Langa,Almería,150000,0,0.65,0,1.96,46.31,0.77,3.44,1.31,1.31,0.65,3.6,1.47,0.49,1.31,3.76,0.33,,,,,,,,,,,
Gianluca Lapadula,Cagliari,2040000,0.18,2.63,0.09,2.2,13.08,0.705,0.35,0.44,0.26,4.83,4.57,0.09,0.18,0.18,0.44,1.58,,,,,,,,,,,
Aymeric Laporte,Al Nasr (KSA),7301482,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Julien Laporte,Lorient,600000,0,0.54,0,0.39,51.45,0.87,2.83,0.2,0.05,0.68,0.1,1.17,0.49,1.91,5.37,1.76,,,,,,,,,,,
Cyle Larin,Mallorca,840000,0.09,3.06,0.13,1.29,14.75,0.64,0.78,1.04,0.65,5.3,4.74,0.73,0.13,0.73,0.95,3.97,,,,,,,,,,,
Yasser Larouci,Sheffield United,604232,0,1.03,0.13,1.29,31.42,0.717,2.19,3.22,1.67,1.03,2.83,2.45,1.29,1.03,3.35,0.39,,,,,,,,,,,
Hugo Larsson,Eintracht Frankfurt,,0.1,0.48,0.05,1.2,45.94,0.867,3.22,1.25,0.34,0.77,2.02,1.54,1.39,1.63,1.44,0.43,,,,,,,,,,,
Jamaal Lascelles,Newcastle United,2416928,0.06,0.47,0,0.76,57.47,0.857,2.41,0.53,0.12,1.71,0.35,1.12,0.29,1.35,3.41,3.76,,,,,,,,,,,
Juanmi Latasa,Getafe,,0.15,2.42,0,1.97,23.21,0.509,1.21,0.35,0.3,5.7,4.74,0.55,0.15,0.5,1.26,9.23,,,,,,,,,,,
Toni Lato,Mallorca,1500000,0,0.4,0.06,1.65,44.69,0.753,2.21,1.7,0.57,1.08,6.19,2.27,0.97,0.97,1.65,0.51,,,,,,,,,,,
Armand Lauriente,Sassuolo,1150000,0.16,2.67,0.13,3.47,28.39,0.692,3.02,3.89,1.96,3.66,8.45,0.93,0.45,0.9,0.32,0.19,,,,,,,,,,,
Roméo Lavia,Chelsea,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Lázaro,Palmeiras,400000,0.38,1.91,0.19,3.45,35.04,0.743,6.32,2.68,1.34,1.72,10.34,0.77,0,1.34,0.38,0.77,,,,,,,,,,,
Valentino Lazaro,Torino,1920000,0,0.72,0.18,2.54,49.51,0.759,4.21,2.4,0.91,1.49,4.71,0.82,0.36,0.59,1.36,0.77,,,,,,,,,,,
Darko Lazović,Verona,1110000,0.15,1.64,0.1,2.61,30.21,0.651,2.95,1.84,0.24,2.76,6.28,1.11,0.29,0.53,0.68,0.39,,,,,,,,,,,
Manuel Lazzari,Lazio,3150000,0,0.32,0.08,1.61,54.64,0.845,3.66,4.02,0.76,1.13,5.3,1.45,0.72,1.33,1.93,0.24,,,,,,,,,,,
Théo Le Bris,Lorient,300000,0,0.71,0.16,1.64,40.69,0.786,3.33,3.22,0.87,2.18,7.04,2.02,0.65,1.42,2.62,0.38,,,,,,,,,,,
Julien Le Cardinal,Brest,480000,0,0.66,0,1.64,48.61,0.814,4.76,0.66,0.66,1.15,0.99,4.11,2.14,1.31,4.43,1.97,,,,,,,,,,,
Jérémy Le Douaron,Brest,910000,0.2,2.62,0,1.73,20.64,0.653,1.23,2.57,0.84,4.39,6.81,1.09,0.2,0.79,0.54,2.42,,,,,,,,,,,
Enzo Le Fée,Rennes,2000000,0,0.66,0.18,3.14,63.05,0.854,7.35,2.7,1.59,1.15,3.98,2.65,0.93,0.89,1.06,0.62,,,,,,,,,,,
Vincent Le Goff,,500000,0.11,0.55,0.11,1.66,58.48,0.822,3.77,1.89,0.44,1,6.21,1,0.67,1.44,1.78,0.67,,,,,,,,,,,
Robin Le Normand,Real Sociedad,2800000,0.06,0.42,0,0.56,61.61,0.887,3.72,0.75,0.03,0.73,0.03,1.15,1.17,0.84,3.3,3.91,,,,,,,,,,,
Nicola Leali,Genoa,460000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Rafael Leão,Milan,6410000,0.37,2.59,0.34,4.45,34.47,0.735,3.66,5.33,2.74,6.13,10.02,0.76,0.37,0.51,0.51,0.86,,,,,,,,,,,
Adrien Lebeau,Brest,200000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Benjamin Lecomte,Montpellier,1820000,,,,,,0,,,,,,,,,,,1.24,7.67,2,3.33,37.45,4.38,7.7,36.9,0.66,0.48,9.4
Jeremías Ledesma,Cádiz,1000000,,,,,,0,,,,,,,,,,,1.36,7.14,0,2.78,36.62,6.05,8.22,62.3,0.95,1.3,12.8
Pierre Lees-Melou,Brest,2180000,0.13,1.87,0.13,3.04,58.48,0.848,6.65,1.71,1,1.42,1.49,3.36,1.49,2.07,2.16,0.68,,,,,,,,,,,
Diogo Leite,Union Berlin,340000,0,0.41,0,0.79,52.71,0.799,3.99,0.6,0.22,0.79,0.24,1.79,1.38,1.63,5.05,2.39,,,,,,,,,,,
Maxim Leitsch,Mainz 05,960000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Florian Lejeune,Rayo Vallecano,1250000,0.08,1.79,0.03,1.19,54.7,0.811,3.19,0.38,0.14,0.97,0.14,1,0.6,0.81,4.14,1.84,,,,,,,,,,,
Stefan Lekovic,Villarreal,,0.08,0.56,0,0.72,48.91,0.866,2.79,0.68,0.24,0.64,0.24,1,0.8,1,4.42,2.15,,,,,,,,,,,
Iñigo Lekue,Athletic Club,1000000,0,0.23,0.09,1.64,58.21,0.796,5.53,2.11,0.84,0.42,1.64,1.83,0.61,1.03,2.29,0.75,,,,,,,,,,,
Thomas Lemar,Atlético Madrid,3250000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Mario Lemina,Wolverhampton Wanderers,2719044,0.12,1.45,0.03,1.45,45.41,0.861,2.32,0.96,0.75,1.54,1.48,2.65,1.24,1.06,1.96,1.09,,,,,,,,,,,
Álvaro Lemos,Las Palmas,370000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Clément Lenglet,Aston Villa,3000000,0,0.65,0.07,1.16,70.31,0.89,3.91,2.03,0.29,0.94,0.07,1.23,0.51,1.52,4.63,1.59,,,,,,,,,,,
Bernd Leno,Fulham,7855017,,,,,,0,,,,,,,,,,,1.62,7.16,0,2.56,43.77,2.37,5.38,43.7,0.46,1.08,14.2
Christopher Lenz,RB Leipzig,1200000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Johann Lepenant,Lyon,720000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Jefferson Lerma,Crystal Palace,4229625,0.04,1.23,0.04,1.96,47.26,0.82,3.96,0.56,0.42,1.44,1.89,1.47,1.37,1.12,2.6,2.42,,,,,,,,,,,
Léo Leroy,Montpellier,260000,0,1.78,0.16,2.43,35.29,0.711,5.02,1.62,0.97,1.46,1.78,3.08,1.13,2.1,1.78,1.78,,,,,,,,,,,
Robert Lewandowski,Barcelona,27080000,0.45,2.99,0.25,2.4,20.22,0.701,2.38,1.56,0.62,5.44,5.44,0.4,0.22,0.57,0.62,1.95,,,,,,,,,,,
Jamie Leweling,Stuttgart,1020000,0.24,2.66,0.24,3.75,34.57,0.78,2.06,3.93,1.57,5.44,10.21,1.09,0.3,1.33,0.79,0.24,,,,,,,,,,,
