Player Name,Club,Annual wage in EUR,Non-Penalty Goals,Shots Total,Assists,Shot-Creating Actions,Passes Attempted,Pass Completion ,Progressive Passes,Progressive Carries,Successful Take-Ons,Touches (Att Pen),Progressive Passes Rec,Tackles,Interceptions,Blocks,Clearances,Aerials Won,Goals Against,Save Percentage,Save% (Penalty Kicks),Clean Sheet Percentage,Touches,Launch %,Goal Kicks,Avg. Length of Goal Kicks,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
Djed Spence,Genoa,,0,0.24,0,1.09,35.22,0.79,2.67,2.06,1.21,1.7,3.04,1.94,0.85,2.06,2.79,1.21,,,,,,,,,,,
Stijn Spierings,Toulouse,800000,0,0.64,0.05,2.43,62.12,0.864,8.57,0.87,0.28,0.41,1.38,3.21,1.42,1.33,1.74,0.92,,,,,,,,,,,
Leonardo Spinazzola,Roma,5560000,0.04,0.5,0.12,2.67,54.68,0.775,3.04,6.12,1.42,2.04,4.29,1.21,0.17,0.92,1.08,0.29,,,,,,,,,,,
Marco Sportiello,Milan,930000,,,,,,0,,,,,,,,,,,1.52,7.02,0,3.75,36.06,1.92,3.96,39,0.6,0.91,13.1
Anton Stach,Hoffenheim,1900000,0.07,1.47,0.1,2.58,48.98,0.775,5.37,1.95,1.12,1.12,2.02,2.65,2.55,1.5,2.51,2.27,,,,,,,,,,,
Jens Stage,Werder Bremen,600000,0.08,1.44,0.04,2.01,39.42,0.743,3.19,0.8,0.27,2.2,2.2,1.97,0.83,1.59,2.24,2.39,,,,,,,,,,,
Benjamin Stambouli,Reims,1000000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Josip Stanišić,Leverkusen,1890000,0.18,0.54,0.23,1.99,71.69,0.9,5.47,3.16,0.81,1.36,3.98,2.4,0.68,1.13,1.72,0.68,,,,,,,,,,,
Carl Starfelt,Celta Vigo,1100000,0.04,0.51,0,0.25,41.92,0.88,1.52,0.21,0,0.72,0.04,1.44,1.44,1.44,6.42,2.87,,,,,,,,,,,
Niklas Stark,Werder Bremen,1440000,0.14,0.28,0,0.64,49.19,0.799,2.84,0.35,0.07,0.21,0.07,1.99,1.35,1.14,5.04,2.7,,,,,,,,,,,
Jason Steele,Brighton & Hove Albion,1208464,,,,,,0,,,,,,,,,,,1.96,5.66,0,1.6,40.72,1.88,3.12,18.8,0.45,2.48,20.4
Pascal Stenzel,Stuttgart,940000,0,1.22,0.43,3.13,70.09,0.864,7.3,2.87,0.52,0.35,3.91,1.57,1.22,1.91,2.26,0.78,,,,,,,,,,,
Leonidas Stergiou,Stuttgart,190000,0.15,0.45,0,1.06,55.15,0.846,2.58,0.91,0.15,0.45,3.33,2.27,0.76,1.21,1.97,0.61,,,,,,,,,,,
Raheem Sterling,Chelsea,19637543,0.3,2.43,0.17,3.82,32.69,0.738,3.47,5.47,2.04,7.77,10.98,1,0.56,0.61,0.39,0.13,,,,,,,,,,,
Trivante Stewart,Javor Ivanjica,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Angelo Stiller,Stuttgart,1300000,0.03,0.6,0.17,3.8,85.9,0.886,7.54,1.29,0.56,0.93,2.35,1.65,0.93,1.36,1.03,1.12,,,,,,,,,,,
Kevin Stöger,Bochum,720000,0.13,2.38,0.36,7.28,67.21,0.667,9.6,2.68,0.78,1.73,4.47,1.8,0.65,1.57,0.59,0.26,,,,,,,,,,,
Filip Stojilković,Kaiserslautern,450000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
John Stones,Manchester City,15105802,0.05,0.32,0.05,1.81,72.24,0.935,4.94,1.65,0.43,0.74,1.81,0.27,0.64,0.96,1.7,1.22,,,,,,,,,,,
Thomas Strakosha,Brentford,1510580,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Jørgen Strand Larsen,Celta Vigo,550000,0.39,2.54,0.06,1.82,19.22,0.688,0.82,1.12,0.97,4.84,5.54,0.67,0.15,0.54,0.58,2.36,,,,,,,,,,,
Gabriel Strefezza,Como,460000,0.23,2.84,0.15,5.45,43.54,0.737,6.14,3.46,1.38,2.76,6.76,1.69,0.38,1.61,0.23,0.31,,,,,,,,,,,
Kevin Strootman,Genoa,2560000,0,0.08,0.16,2.99,51.27,0.812,4.53,0.97,0.32,0.65,1.62,2.75,0.4,1.54,1.7,0.57,,,,,,,,,,,
Cristhian Stuani,Girona,1200000,0.79,3.38,0.2,1.49,12.52,0.706,0.5,0.4,0.1,5.36,2.68,1.59,0.5,0.99,1.29,2.88,,,,,,,,,,,
Álex Suárez,Las Palmas,630000,0.04,0.19,0,0.6,56.84,0.867,3.92,0.45,0.38,0.49,0.49,1.81,0.64,1.13,3.13,1.66,,,,,,,,,,,
Damián Suárez,Botafogo (RJ),620000,0,0.39,0.17,2.16,41.01,0.67,3.66,1.39,0.78,1.05,3.21,2.33,0.67,1.05,2.16,0.72,,,,,,,,,,,
Denis Suárez,Villarreal,3130000,0,0.58,0,3.69,50.54,0.754,5.44,2.14,1.56,1.36,3.3,2.92,0.19,0.78,0.97,0.19,,,,,,,,,,,
Gabriel Suazo,Toulouse,,0.06,0.46,0.14,3.1,54.08,0.784,4.62,1.89,1.23,2.32,6.17,2.47,0.92,1.41,1.38,0.55,,,,,,,,,,,
Isaac Success,Udinese,1090000,0.1,1.85,0.1,2.99,20.6,0.64,1.75,1.54,2.06,2.78,5.05,0.62,0.21,0.62,1.13,2.78,,,,,,,,,,,
Niklas Süle,Dortmund,10000000,0.09,0.52,0,1.25,80.75,0.922,5.34,1.42,0.26,0.95,0.77,1.51,1.33,1.29,3.44,1.16,,,,,,,,,,,
Ibrahim Sulemana,Cagliari,,0.12,0.78,0,1.32,29.76,0.8,1.98,0.9,0.42,0.48,0.84,2.4,0.72,1.62,1.68,0.9,,,,,,,,,,,
Tomáš Suslov,Verona,510000,0,2.1,0.19,2.7,24.2,0.723,2.66,1.82,1.63,1.54,3.12,1.73,0.23,0.65,0.37,0.23,,,,,,,,,,,
Suso,Sevilla,2800000,0.1,1.87,0.25,5.41,53.09,0.778,6.29,2.61,1.62,1.67,6.88,1.62,0.25,0.44,0.25,0.49,,,,,,,,,,,
Mattias Svanberg,Wolfsburg,2830000,0.05,2.24,0.15,3.1,42.2,0.708,4.37,1.47,0.76,1.73,3.05,1.93,1.07,1.32,1.47,1.07,,,,,,,,,,,
Max Svensson,Osasuna,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Mile Svilar,Roma,1280000,,,,,,0,,,,,,,,,,,1.1,7.74,5,3.1,38.39,2.22,6.41,40.6,0.84,0.55,11.7
Williot Swedberg,Celta Vigo,250000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Karol Świderski,Verona,2410000,0.36,2.73,0,3.1,20.95,0.704,2.37,0.55,0.55,4.01,3.28,1.28,0.18,1.09,1.46,1.64,,,,,,,,,,,
Abakar Sylla,Strasbourg,900000,0.11,0.58,0,0.63,64.57,0.88,3.7,0.42,0.48,0.95,0.11,2.75,1.37,1.96,3.38,1.64,,,,,,,,,,,
Dembo Sylla,Rodez AF,,0,0.48,0.32,1.99,43.81,0.756,4.14,2.87,1.51,2.07,8.36,2.31,0.8,0.88,1.51,0.56,,,,,,,,,,,
Issiaga Sylla,Montpellier,400000,0.06,0.76,0.12,2,45.85,0.75,2.94,1.7,0.65,1.76,3.17,1.59,1.47,1.23,3.23,1.17,,,,,,,,,,,
Mamadou Sylla,Alavés,500000,0.31,2.72,0.09,1.75,16.25,0.66,1.49,1.23,0.7,4.47,5.74,0.35,0.09,0.79,1.09,2.45,,,,,,,,,,,
Attila Szalai,Freiburg,2000000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Wojciech Szczęsny,Juventus,12040000,,,,,,0,,,,,,,,,,,0.89,7.54,2.5,4.21,30.52,3.24,5.18,38.8,0.44,0.58,11.4
Dominik Szoboszlai,Liverpool,7250785,0.18,2.7,0.11,4.62,66.46,0.829,6.75,3.02,0.92,3.09,6.85,1.38,0.71,1.56,0.64,0.5,,,,,,,,,,,
Przemysław Szymiński,AC Reggiana 1919,200000,0,0.23,0,0.45,57.69,0.858,2.64,0.23,0.15,0.38,0.3,1.13,1.43,0.9,3.99,1.88,,,,,,,,,,,
Alexander Sørloth,Villarreal,3600000,0.71,2.71,0.24,2.38,16.73,0.737,1.49,1.85,1.04,5.3,5.63,0.15,0.03,0.42,1.04,2.68,,,,,,,,,,,
Musa Al-Taamari,Montpellier,,0.23,2.15,0.09,3.27,25.81,0.727,2.52,3.78,2.05,4.29,7.84,0.93,0.19,0.84,0.23,0.47,,,,,,,,,,,
Nicolás Tagliafico,Lyon,4550000,0.12,0.59,0.04,1.84,49.24,0.843,4.26,1.37,0.2,1.41,4.8,2.34,1.09,1.13,1.84,1.09,,,,,,,,,,,
Jonathan Tah,Leverkusen,2830000,0.1,0.76,0.02,0.81,73.54,0.943,4.57,0.49,0.2,1.13,0.15,0.79,0.71,0.93,3.29,2.16,,,,,,,,,,,
Montassar Talbi,Lorient,570000,0,0.15,0,0.64,49.49,0.857,3.44,0.49,0.38,0.45,0.26,1.59,1.36,1.81,4.87,2.19,,,,,,,,,,,
Yassin Tallal,Getafe,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Adrien Tameze,Torino,1280000,0,0.4,0.08,1.5,52.01,0.858,3.68,1.09,0.57,0.85,1.98,1.5,1.9,1.01,1.13,1.25,,,,,,,,,,,
Renato Tapia,Celta Vigo,400000,0,1.29,0,1.78,46.38,0.757,4.06,0.55,1.72,0.86,0.8,2.95,1.23,2.21,3.08,2.77,,,,,,,,,,,
Edmond Tapsoba,Leverkusen,5000000,0.06,0.71,0.03,1.68,82.84,0.901,6.99,2.03,0.51,1,0.51,1.26,0.68,1.06,2.48,1.8,,,,,,,,,,,
Matt Targett,Newcastle United,6042321,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Oussama Targhalline,Le Havre,270000,0,0.58,0,2.12,60.64,0.851,6.45,2.31,0.48,0.29,1.44,2.12,1.64,0.87,1.35,0.58,,,,,,,,,,,
James Tarkowski,Everton,6042321,0.03,0.72,0.03,1.13,40.81,0.774,3.44,0.38,0.38,2.31,0.59,1.64,1.56,2.08,5,3.87,,,,,,,,,,,
César Tárrega,Valladolid,,0.08,0.31,0,0.54,53.59,0.777,3.07,0.61,0.38,0.61,0.08,1.84,1.46,1.3,3.6,3.6,,,,,,,,,,,
Jimi Tauriainen,Chelsea,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Nuno Tavares,Nottingham Forest,1812696,0,1.7,0,1.7,52.74,0.732,4.76,2.72,1.02,1.53,3.4,2.72,0.17,1.36,3.91,0.68,,,,,,,,,,,
Marcus Tavernier,Bournemouth,2114812,0.13,2.23,0.17,4.06,38.88,0.708,3.58,3.36,1.92,3.98,7.38,2.18,0.22,1.31,1,0.57,,,,,,,,,,,
Elayis Tavsan,Verona,460000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Charlie Taylor,Burnley,1812696,0.04,0.4,0.04,1.28,50.76,0.753,3.15,1.44,0.36,0.72,3.15,1.4,0.76,1.08,3.11,1.63,,,,,,,,,,,
Loum Tchaouna,Salernitana,380000,0.19,1.92,0.14,2.34,33.7,0.655,2.53,3.14,0.66,3.19,6.33,0.8,0.19,0.89,0.75,1.17,,,,,,,,,,,
Jackson Tchatchoua,Verona,,0,0,0.12,1.81,41.18,0.755,2.91,1.69,0.29,0.47,3.44,2.21,1.28,0.93,2.74,0.7,,,,,,,,,,,
Enzo Tchato,Montpellier,120000,0,0.39,0,1.48,51.74,0.755,3.66,2.18,0.31,0.78,4.52,2.03,0.86,1.79,1.95,0.78,,,,,,,,,,,
Aurélien Tchouaméni,Real Madrid,12500000,0.1,1.05,0.03,1.57,67.8,0.908,5.11,1.12,0.32,0.8,0.58,1.66,1.34,1.02,2.3,2.24,,,,,,,,,,,
Mathys Tel,Bayern Munich,5000000,0.63,3.89,0.4,4.36,37.03,0.824,2.78,4.04,3.81,7.37,10.86,1.03,0.63,1.19,0.4,0.95,,,,,,,,,,,
Nathan Tella,Leverkusen,1800000,0.39,2.16,0.2,3.98,35.33,0.793,2.81,4.18,0.85,5.88,10.65,1.11,0.46,1.24,0.85,0.52,,,,,,,,,,,
Nahuel Tenaglia,Alavés,450000,0.09,0.69,0,1.97,35.28,0.728,3.6,1.46,0.6,1.11,1.8,2.31,1.03,1.03,4.54,1.88,,,,,,,,,,,
Arnau Tenas,Paris Saint-Germain,1200000,,,,,,0,,,,,,,,,,,1.19,7.2,,2,37.43,2.18,6.29,27.1,0.28,0.85,14.9
Marc-André ter Stegen,Barcelona,6300000,,,,,,0,,,,,,,,,,,1.13,7.28,0,4.57,38.55,1.72,4.89,32.6,0.46,1.33,17.1
Filippo Terracciano,Milan,,0,0.56,0.12,2.48,49.06,0.712,3.47,1.73,0.93,0.56,1.86,2.35,1.36,1.8,1.24,1.3,,,,,,,,,,,
Pietro Terracciano,Fiorentina,1480000,,,,,,0,,,,,,,,,,,1,7.86,1.43,2.58,39.1,2.94,4.94,38.8,0.22,0.74,15.2
Ramón Terrats,Villarreal,200000,0,1.04,0.19,2.46,51.47,0.82,5.19,1.89,1.04,1.32,6.14,1.79,0.76,1.13,0.85,0.76,,,,,,,,,,,
Martin Terrier,Rennes,3000000,0.39,2.2,0.15,3.27,31.29,0.807,3.81,1.9,0.78,5.52,6.25,1.07,0.44,1.32,0.83,1.81,,,,,,,,,,,
Kenny Tete,Fulham,3021160,0.19,0.47,0,1.41,53.13,0.784,4.8,2.35,1.03,1.03,3.67,2.73,2.16,1.41,3.67,0.85,,,,,,,,,,,
Benjamin Tetteh,Metz,520000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Teddy Teuma,Reims,850000,0.22,1.84,0.13,4.03,64.84,0.781,6.62,1.23,1.14,1.4,4.82,2.28,0.83,1.45,0.26,0.44,,,,,,,,,,,
Florian Thauvin,Udinese,2310000,0.19,2.46,0.14,3.81,29.84,0.706,3.71,3.76,2.07,4.24,5.3,0.39,0.19,0.48,0.1,0.53,,,,,,,,,,,
Arthur Theate,Rennes,3640000,0.06,0.77,0,0.8,63.66,0.879,5.98,1.43,0.21,1.01,0.77,1.1,1.13,1.43,3.24,1.69,,,,,,,,,,,
Norman Theuerkauf,Heidenheim,420000,0,0.5,0.07,1.95,41.61,0.785,3.32,1.08,0.22,1.15,1.23,1.73,1.01,1.15,1.44,0.87,,,,,,,,,,,
Malick Thiaw,Milan,1030000,0,0.34,0.04,1.09,65.55,0.925,4.38,0.64,0.3,0.64,0,1.83,0.75,1.24,3.44,1.83,,,,,,,,,,,
Jan Thielmann,Köln,1200000,0.06,2.01,0,2.62,30.71,0.658,3.01,2.74,1.12,1.95,4.02,1.56,0.45,1.84,1.62,1.28,,,,,,,,,,,
Denis Thomalla,Heidenheim,720000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Luke Thomas,Middlesbrough,906348,0,0.96,0,1.64,63.56,0.797,2.88,1.37,0.41,1.51,6.16,3.29,0.96,2.19,2.05,1.23,,,,,,,,,,,
Adrien Thomasson,Lens,1080000,0.22,2.28,0.22,4.72,49,0.754,4.72,1.44,0.89,5.38,7.93,1.44,0.5,1.39,0.83,1,,,,,,,,,,,
Morten Thorsby,Genoa,1040000,0.17,0.99,0.17,0.99,26.55,0.598,2.23,0.5,0.33,1.65,3.23,1.41,0.41,1.74,1.57,4.96,,,,,,,,,,,
Kristian Thorstvedt,Sassuolo,770000,0.23,1.63,0.04,2.92,36.77,0.737,4.98,1.05,0.54,2.8,3.35,1.4,0.89,0.93,1.28,1.98,,,,,,,,,,,
Khéphren Thuram,Nice,870000,0.04,1.74,0.04,3.52,48.52,0.862,4.5,2.99,1.47,1.92,2.54,1.83,0.76,0.89,1.52,0.85,,,,,,,,,,,
Marcus Thuram,Internazionale,7690000,0.4,2.56,0.23,2.88,21.84,0.718,1.67,2.48,1.33,5.73,6.45,0.78,0.14,0.81,0.63,2.36,,,,,,,,,,,
Cheikh Tidiane Sabaly,Metz,280000,0.2,1.39,0.07,2.44,24.19,0.781,2.31,2.38,2.05,2.97,4.96,2.64,0.66,1.26,0.93,0.33,,,,,,,,,,,
Youri Tielemans,Aston Villa,9063481,0.1,0.75,0.35,2.65,53.24,0.826,6.79,1.15,0.95,1.4,2.45,2.15,0.8,1.2,0.65,0.7,,,,,,,,,,,
Kieran Tierney,Real Sociedad,6670000,0,0.4,0.16,1.37,63.69,0.753,5.65,1.86,0.4,0.81,3.39,2.83,1.05,1.78,3.15,1.45,,,,,,,,,,,
Phillip Tietz,Augsburg,750000,0.31,2.03,0.16,2.03,19.84,0.621,1.79,0.7,0.47,4.72,4.33,0.86,0.23,0.66,1.36,4.05,,,,,,,,,,,
Steffen Tigges,Köln,660000,0.39,2.58,0,1.94,24.02,0.57,1.03,1.03,0.52,4.13,5.29,1.03,0.26,0.52,1.42,4.78,,,,,,,,,,,
Antonio Tikvić,Udinese,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Jurriën Timber,Arsenal,5438089,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Jean-Clair Todibo,Nice,1180000,0,0.36,0.07,1.44,84.39,0.894,5.32,1.08,0.62,0.56,0.33,1.89,1.27,1.14,3.2,1.47,,,,,,,,,,,
Harry Toffolo,Nottingham Forest,2114812,0.06,0.51,0.19,1.59,36.6,0.715,2.67,0.64,0.06,0.76,2.23,1.72,0.89,2.04,2.99,1.53,,,,,,,,,,,
Umut Tohumcu,Hoffenheim,,0,1.25,0.18,2.23,36.88,0.86,4.02,1.52,0.18,0.71,2.32,1.43,0.63,0.98,1.16,0.18,,,,,,,,,,,
Corentin Tolisso,Lyon,4800000,0.05,2.11,0.05,2.95,67.82,0.851,8.24,1.68,0.23,1.78,3.14,1.64,0.61,1.31,0.98,1.78,,,,,,,,,,,
Jeremy Toljan,Sassuolo,900000,0,0.48,0.2,1.48,44.38,0.774,3.52,1.52,0.24,1.28,3.52,0.6,0.64,0.72,2.12,0.4,,,,,,,,,,,
Rafael Tolói,Atalanta,1850000,0,0.35,0,0.99,55.28,0.833,5,0.49,0.21,0.63,0.92,1.76,1.34,1.13,2.89,1.83,,,,,,,,,,,
Raúl de Tomás,Rayo Vallecano,3100000,0.12,3.22,0.12,1.64,18.61,0.755,1.58,0.85,1.34,4.32,5.35,0.55,0.06,0.3,0.55,1.52,,,,,,,,,,,
Tiago Tomás,Wolfsburg,1500000,0.16,2.74,0.08,2.74,24.47,0.645,1.61,2.01,1.85,5.07,9.9,0.48,0.24,1.13,0.81,1.21,,,,,,,,,,,
Takehiro Tomiyasu,Arsenal,6042321,0.06,0.93,0.19,1.55,55.54,0.821,5.72,1.55,0.37,2.11,2.74,1.49,1.12,0.75,2.24,1.49,,,,,,,,,,,
James Tomkins,Crystal Palace,3021160,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Fikayo Tomori,Milan,4490000,0.12,0.66,0.03,0.69,67.54,0.907,3.44,0.78,0.06,0.69,0.12,2.15,1.22,1.58,3.11,1.25,,,,,,,,,,,
Sandro Tonali,Newcastle United,,0.09,0.66,0.09,3.13,54.82,0.803,4.46,2.09,0.47,1.33,5.12,0.85,0.57,0.47,1.33,0.28,,,,,,,,,,,
Ivan Toney,Brentford,1208464,0.26,3.11,0.07,2.45,26.87,0.527,2.51,1.46,0.6,4.17,6.15,0.93,0.66,0.26,1.13,3.51,,,,,,,,,,,
Pablo Torre,Girona,,0,1.57,0.24,3.38,56.34,0.824,7.96,3.02,0.97,2.77,5.91,0.6,0.48,1.21,0.72,0,,,,,,,,,,,
Raúl Torrente,Granada,290000,0,0.24,0,0.49,56.75,0.799,2.44,0.33,0,0.65,0.16,2.11,0.81,1.22,4.63,1.63,,,,,,,,,,,
Ferrán Torres,Barcelona,10000000,0.56,2.73,0.22,3.85,35.04,0.763,3.57,2.18,0.78,4.3,9.26,0.73,0.28,0.67,0.45,0.45,,,,,,,,,,,
Óliver Torres,Sevilla,2300000,0,0.45,0.05,3.37,49.98,0.804,5.73,2.18,0.86,1.59,6.37,2.05,0.32,2.18,0.32,0.59,,,,,,,,,,,
Pau Torres,Aston Villa,6042321,0.07,0.43,0,0.79,65.18,0.872,4.51,1.51,0.66,0.89,0.63,1.02,0.46,0.99,2.9,0.95,,,,,,,,,,,
Lucas Torró,Osasuna,750000,0.05,1.32,0,1.18,40.93,0.756,2.69,0.18,0.23,1.46,0.5,1.18,1.73,0.64,2.09,3.78,,,,,,,,,,,
Fabio Torsiello,Darmstadt 98,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Ahmed Touba,Lecce,280000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Abdoulaye Touré,Le Havre,1100000,0,1.26,0,1.79,48.74,0.831,5.94,0.85,1.18,0.69,0.98,1.83,1.02,1.22,1.3,1.71,,,,,,,,,,,
Souleymane Touré,Lorient,650000,0.04,0.74,0.04,0.85,55.02,0.896,3.26,0.93,0.43,1.67,0.97,1.16,1.55,1.74,4.19,1.74,,,,,,,,,,,
Lucas Tousart,Union Berlin,2600000,0.05,1.42,0.09,1.38,28.78,0.718,2.8,0.81,0.52,2.61,1.94,2.04,1.47,1.75,2.09,1.85,,,,,,,,,,,
Andros Townsend,Luton Town,1208464,0.08,1.51,0.23,2.71,32.38,0.702,2.64,3.46,1.13,1.58,5.27,1.58,0.38,0.9,0.75,0,,,,,,,,,,,
James Trafford,Burnley,1510580,,,,,,0,,,,,,,,,,,2.21,6.57,0,0.71,58.25,3.39,7.07,54.2,0.72,1.54,15
Adama Traoré,Fulham,3927509,0.19,2.08,0.38,3.21,31.76,0.661,3.21,6.81,3.03,4.73,10.21,1.13,0.19,0.38,1.51,2.08,,,,,,,,,,,
Bertrand Traoré,Villarreal,4706038,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Boubacar Traoré,Wolverhampton Wanderers,3323277,0,1.21,0,1.43,50.94,0.847,2.97,0.88,1.21,0.33,1.65,3.96,0.55,1.32,0.77,0.66,,,,,,,,,,,
Chaka Traorè,Palermo,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Hamari Traoré,Real Sociedad,2400000,0,0.78,0.12,2.24,59.97,0.802,5.34,1.8,0.75,0.84,3.45,1.68,1.15,0.9,1.96,1.37,,,,,,,,,,,
Ismaël Traoré,Metz,780000,0.08,0.41,0,0.32,31.5,0.867,1.3,0.04,0.16,0.49,0.04,0.77,1.22,1.34,3.49,0.93,,,,,,,,,,,
Omar Traoré,Heidenheim,,0,0.38,0.08,1.62,45.72,0.707,2.91,2.27,0.72,0.38,3.4,2.23,1.47,1.17,1.81,0.57,,,,,,,,,,,
Kevin Trapp,Eintracht Frankfurt,3500000,,,,,,0,,,,,,,,,,,1.48,7.13,2,2.12,38.45,2.87,6.76,36.6,0.37,0.94,15
Mark Travers,Bournemouth,1208464,,,,,,0,,,,,,,,,,,1.2,7.92,0,4,35.8,4.57,7,46.6,0.36,0.8,15.8
Óscar Trejo,Rayo Vallecano,510000,0,1.15,0,4.65,50.51,0.823,8.15,1.85,2.17,3.57,5.41,1.78,0.32,1.4,0.57,1.02,,,,,,,,,,,
Mike Trésor,Burnley,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Manu Trigueros,Villarreal,1200000,0,1.67,0,2.14,51.07,0.841,7.14,1.43,0.36,1.9,4.88,2.38,0.36,0.6,1.07,1.19,,,,,,,,,,,
Christopher Trimmel,Union Berlin,900000,0,0.39,0.15,3.74,53.74,0.665,4.88,1.23,0.39,0.79,3.4,1.43,0.64,0.84,2.81,1.33,,,,,,,,,,,
Kieran Trippier,Newcastle United,7250785,0.03,0.36,0.36,3.77,82.73,0.761,6.73,1.65,0.57,1.32,5.09,2.13,0.93,1.53,2.21,1.05,,,,,,,,,,,
Leandro Trossard,Arsenal,5438089,0.64,2.88,0.16,3.4,34.5,0.737,3.96,3.2,1.2,5.88,7.52,1.4,0.48,1.16,0.56,0.28,,,,,,,,,,,
Adrien Truffert,Rennes,1000000,0.07,0.86,0.07,1.89,56.26,0.789,4.23,2.3,0.93,1.86,7.22,1.44,0.65,1.31,1.99,0.55,,,,,,,,,,,
Auston Trusty,Sheffield United,1510580,0,0.29,0,0.58,32.24,0.757,1.38,0.36,0.18,0.94,0.47,1.7,1.2,1.41,5.26,2.21,,,,,,,,,,,
Kostas Tsimikas,Liverpool,4531741,0,0.47,0.23,3.21,74.5,0.796,5.17,3.44,0.63,1.72,7.75,2.43,1.17,1.1,1.64,0.39,,,,,,,,,,,
Viktor Tsyhankov,Girona,1400000,0.24,1.61,0.24,3.03,38.83,0.771,3.42,3.03,0.94,4.09,8.69,1.26,0.47,0.75,0.98,0.51,,,,,,,,,,,
Stefano Turati,Frosinone,850000,,,,,,0,,,,,,,,,,,1.9,6.47,1.67,1.33,37.28,2.73,4.72,38.8,0.44,0.62,13.7
Matt Turner,Nottingham Forest,2416928,,,,,,0,,,,,,,,,,,1.65,6.75,0,1.18,36.24,4.27,8,47,1.01,1.06,13.3
Beñat Turrientes,Real Sociedad,500000,0,1.48,0.05,1.92,37.32,0.828,2.91,1.54,1.37,1.04,2.14,1.76,0.22,1.1,0.71,1.04,,,,,,,,,,,
Tuta,Eintracht Frankfurt,1500000,0.07,0.64,0.07,1.14,65.51,0.842,4.58,0.8,0.4,1.07,1.54,2.14,1.34,0.97,3.65,1.87,,,,,,,,,,,
Destiny Udogie,Tottenham Hotspur,4531741,0.07,0.39,0.11,2.26,53.01,0.86,5.58,3.18,1.02,2.61,5.15,2.51,1.41,0.99,2.86,0.88,,,,,,,,,,,
Matthieu Udol,Metz,780000,0.1,0.66,0.1,1.72,43.86,0.743,3.28,1.55,0.66,1.28,2.86,1.9,1.55,2.07,3.62,0.93,,,,,,,,,,,
Manuel Ugarte Ribeiro,Paris Saint-Germain,,0,0.44,0.08,1.57,60.09,0.91,3.91,0.81,0.85,0.4,1.05,4.15,1.93,1.13,1.17,0.69,,,,,,,,,,,
Lesley Ugochukwu,Chelsea,2719044,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Lukas Ullrich,Mönchengladbach,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Sven Ulreich,Bayern Munich,2000000,,,,,,0,,,,,,,,,,,1.21,6.51,0,2.86,39.43,2.25,4.71,25.3,0.42,1.29,18.2
Samuel Umtiti,Lille,3200000,0,0,0,0,48.77,0.911,2.58,0,0,0,0,1.19,1.19,0.4,2.38,0.79,,,,,,,,,,,
Enes Ünal,Bournemouth,860000,0.36,4.14,0.54,3.24,21.78,0.653,1.44,0.9,0.72,6.3,5.76,1.26,0.18,0.72,1.62,2.7,,,,,,,,,,,
Deniz Undav,Stuttgart,1200000,0.82,4.25,0.41,4.08,32.75,0.733,4.78,1.92,1.1,6.04,7.43,1.14,0.25,0.74,0.2,0.69,,,,,,,,,,,
Dayot Upamecano,Bayern Munich,10000000,0.04,0.64,0,1.19,94.69,0.926,6.87,1.15,0.2,0.91,0.36,2.07,0.95,0.79,2.66,2.14,,,,,,,,,,,
Kacper Urbanski,Bologna,280000,0,1.63,0,3.49,35.85,0.812,2.62,2.72,1.96,2.29,8.28,1.63,0.33,1.31,1.53,2.07,,,,,,,,,,,
Mark Uth,Köln,1800000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Myrto Uzuni,Granada,720000,0.26,2.13,0.04,1.21,11.07,0.777,0.66,0.77,0.48,3.35,3.31,0.66,0.15,0.7,0.26,0.4,,,,,,,,,,,
Josha Vagnoman,Stuttgart,940000,0.13,1.34,0.13,1.54,44.8,0.834,2.41,1.34,0.87,3.02,5.23,2.08,0.13,0.87,1.14,0.54,,,,,,,,,,,
